,first_name,last_name,flag_code,residence,birthplace,birthdate,turned_pro,weight_kg,height_cm,handedness,backhand,age
4876,E.,Jordan,AUS,0,0,,0.0,0.0,0.0,0,0,
4877,J.,Jones,0,0,0,,0.0,0.0,0.0,0,0,
4878,H.,Job,0,0,0,,0.0,0.0,0.0,0,0,
4879,Alfred,Jones,0,0,0,,0.0,0.0,0.0,0,0,
4880,O.,Johnson,0,0,0,,0.0,0.0,0.0,0,0,
4881,R.,James,0,0,0,,0.0,0.0,0.0,0,0,
4882,R.,Johnson,0,0,0,,0.0,0.0,0.0,0,0,
4883,F.,Josties,0,0,0,,0.0,0.0,0.0,0,0,
4884,H.,Johnson,0,0,0,,0.0,0.0,0.0,0,0,
4885,C.,Johnston,0,0,0,,0.0,0.0,0.0,0,0,
4886,C.Drummond,Jones,0,0,0,,0.0,0.0,0.0,0,0,
4887,N.,Johnson,0,0,0,,0.0,0.0,0.0,0,0,
4888,A.,Jimenez,0,0,0,,0.0,0.0,0.0,0,0,
4889,J.,Jackson,0,0,0,,0.0,0.0,0.0,0,0,
4890,L:,Jennings,0,0,0,,0.0,0.0,0.0,0,0,
4891,D.,Josephs,0,0,0,,0.0,0.0,0.0,0,0,
4892,E.,Jones,0,0,0,,0.0,0.0,0.0,0,0,
4893,S.,Jones,0,0,0,,0.0,0.0,0.0,0,0,
4894,G.,Johnson,0,0,0,,0.0,0.0,0.0,0,0,
4895,F.,Jones,0,0,0,,0.0,0.0,0.0,0,0,
4896,T.,Jay,0,0,0,,0.0,0.0,0.0,0,0,
4897,S.,Johnson,0,0,0,,0.0,0.0,0.0,0,0,
4898,W.,Jones,0,0,0,,0.0,0.0,0.0,0,0,
4899,G.,Janes,0,0,0,,0.0,0.0,0.0,0,0,
4900,W.,Jordan,0,0,0,,0.0,0.0,0.0,0,0,
4901,J.,Johnson,0,0,0,,0.0,0.0,0.0,0,0,
4902,T.,Jones,0,0,0,,0.0,0.0,0.0,0,0,
4903,W.H.,Jackson,GBR,0,0,,0.0,0.0,0.0,0,0,
4904,J.,Johnstone,0,0,0,,0.0,0.0,0.0,0,0,
4905,W.,Jennings,0,0,0,,0.0,0.0,0.0,0,0,
4906,H.,Jenkins,0,0,0,,0.0,0.0,0.0,0,0,
4907,G.,James,0,0,0,,0.0,0.0,0.0,0,0,
4908,F.,Jackson,0,0,0,,0.0,0.0,0.0,0,0,
4909,W.V.,Johnson,0,0,0,,0.0,0.0,0.0,0,0,
4910,W.,Jenks,0,0,0,,0.0,0.0,0.0,0,0,
4911,Unknown,Johnson,0,0,0,,0.0,0.0,0.0,0,0,
4912,George,Kalovelonis,GRE,0,"Athens, Greece",1959-08-23,0.0,82.0,191.0,0,0,65.0
4913,Jun,Kamiwazumi,JPN,0,"Ishikawa, Japan",1947-10-01,0.0,0.0,0.0,0,0,77.0
4914,Hans-Peter,Kandler,AUT,0,"Moedling, Austria",1956-04-02,0.0,78.0,185.0,0,0,68.0
4915,Ney,Keller,BRA,0,0,1958-12-02,0.0,0.0,0.0,0,0,66.0
4916,Damir,Keretic,GER,"Hamburg, Germany","Zagreb, Croatia",1960-03-26,0.0,68.0,178.0,0,0,64.0
4917,Carlos,Kirmayr,BRA,0,"Sao Paulo, Brazil",1950-09-23,0.0,68.0,173.0,0,0,74.0
4918,Cesar,Kist,BRA,0,"Santa Cruz, Brazil",1964-10-22,0.0,70.0,180.0,0,0,60.0
4919,Jeff,Klaparda,USA,"Los Angeles, CA, USA","Los Angeles, CA, USA",1963-11-07,1986.0,66.0,173.0,0,0,61.0
4920,Bruce,Kleege,USA,0,"Frankfurt, Germany",1954-11-01,0.0,84.0,191.0,0,0,70.0
4921,Ivan,Kley,BRA,0,"Novo Hamburgo, Brazil",1958-06-29,0.0,79.0,183.0,0,0,66.0
4922,Roger,Knapp,USA,"Sarasota, FL. USA","La Jolla, CA, USA",1959-09-07,1982.0,77.0,183.0,0,0,65.0
4923,Mark,Koevermans,NED,"Rotterdam, Netherlands","Rotterdam, Netherlands",1968-02-03,1987.0,79.0,185.0,0,0,56.0
4924,Andy,Kohlberg,USA,"San Diego, CA, USA","New York, NY, USA",1959-08-17,1980.0,82.0,178.0,0,0,65.0
4925,Eric,Korita,USA,0,"Chicago, IL",1963-01-13,0.0,93.0,196.0,0,0,61.0
4926,Edson,Krause,BRA,0,0,,0.0,0.0,0.0,0,0,
4927,Mark,Kratzmann,AUS,"Windera, QSLD, Australia","Murgon, QSLD, Australia",1966-05-17,1984.0,73.0,178.0,0,0,58.0
4928,Johan,Kriek,USA,"Naples, Florida, USA","Pongola, South Africa",1958-04-05,1978.0,76.0,175.0,0,0,66.0
4929,Aaron,Krickstein,USA,"Grosse Pointe, MI","Ann Arbor, MI",1967-08-02,1983.0,73.0,183.0,0,0,57.0
4930,Ramesh,Krishnan,IND,"Madras, India","Madras, India",1961-06-05,1978.0,64.0,170.0,0,0,63.0
4931,Marc,Krippendorf,SUI,0,0,,0.0,0.0,0.0,0,0,
4932,Patrice,Kuchna,FRA,0,"Denain, France",1963-05-10,0.0,77.0,178.0,0,0,61.0
4933,Patrik,Kuhnen,GER,Munich/Germany,"Puttlingen, Germany",1966-02-11,1985.0,82.0,191.0,0,0,58.0
4934,Zoltan,Kuharszky,HUN,0,"Budapest, Hungary",1959-07-08,0.0,75.0,183.0,0,0,65.0
4935,Tetsu,Kuramitsu,JPN,0,0,,0.0,0.0,0.0,0,0,
4936,Michael,Kures,USA,0,"Prague, Czechoslovakia",1964-07-25,0.0,77.0,185.0,0,0,60.0
4937,Thomas,Koch,BRA,0,"Porto Alegre, Brazil",1945-05-11,0.0,0.0,0.0,0,0,79.0
4938,Dusan,Kulhaj,CZE,0,0,,0.0,0.0,0.0,0,0,
4939,Hans,Kary,AUT,0,"Spittal, Austria",1949-02-23,0.0,0.0,0.0,0,0,75.0
4940,Chris,Kachel,AUS,0,"Tamworth, Australia",1955-06-19,0.0,0.0,0.0,0,0,69.0
4941,Nicholas,Kalogeropoulos,GRE,0,Costa Rica,1945-02-18,0.0,0.0,0.0,0,0,79.0
4942,Nicolas,Kelaidis,GRE,"Glyeada, Greece","Alexandria, Egypt",1949-10-29,0.0,73.0,178.0,0,0,75.0
4943,Ray,Keldie,AUS,0,0,1946-01-17,0.0,0.0,0.0,0,0,78.0
4944,Hartmut,Kirchhubel,GER,0,0,1952-04-23,0.0,0.0,0.0,0,0,72.0
4945,Jan,Kodes,CZE,"Prague, Czech Republic","Prague, Czech Republic",1946-03-01,0.0,81.0,175.0,0,0,78.0
4946,Filip,Krajcik,AUT,0,0,1955-07-23,0.0,0.0,0.0,0,0,69.0
4947,Robert,Kreiss,USA,0,0,1953-04-30,0.0,0.0,0.0,0,0,71.0
4948,Steve,Krulevitz,USA,"Brooklandville, MD, USA","Baltimore, MD, USA",1951-05-30,1973.0,77.0,175.0,0,0,73.0
4949,Jun,Kuki,JPN,0,"Yokkaichi, Japan",1945-12-28,0.0,0.0,0.0,0,0,79.0
4950,Randall,King,HKG,0,0,,0.0,0.0,0.0,0,0,
4951,Shanker,Krishnan,IND,0,0,,0.0,0.0,0.0,0,0,
4952,Kevin,Kerns,USA,0,"Levittown, PA",1959-04-24,0.0,0.0,0.0,0,0,65.0
4953,Jack,Kruger,USA,0,0,,0.0,0.0,0.0,0,0,
4954,Wojtek,Kowalski,POL,0,"Inowroclaw, Poland",1967-10-10,0.0,80.0,183.0,0,0,57.0
4955,Bong-Soo,Kim,KOR,0,"Seoul, South Korea",1962-11-30,0.0,75.0,180.0,0,0,62.0
4956,Jan,Kallquist,SWE,0,0,1958-05-31,0.0,0.0,0.0,0,0,66.0
4957,Doug,King,USA,0,0,,0.0,0.0,0.0,0,0,
4958,Paul,Kronk,AUS,0,"Toowoomba, Australia",1954-09-22,0.0,0.0,0.0,0,0,70.0
4959,Thibault,Kuentz,FRA,0,0,,0.0,0.0,0.0,0,0,
4960,Chris,Kennedy,USA,0,"Danbury, CT",1963-09-14,0.0,77.0,185.0,0,0,61.0
4961,Richard Dick,Knight,USA,0,"Seattle, WA, U.S.A.",1948-05-15,0.0,0.0,0.0,0,0,76.0
4962,Taisen,Kanai,JPN,0,0,,0.0,0.0,0.0,0,0,
4963,Sachio,Kato,JPN,0,0,,0.0,0.0,0.0,0,0,
4964,Ray,Kelly,AUS,0,0,,0.0,0.0,0.0,0,0,
4965,Martin,Koek,NED,0,0,,0.0,0.0,0.0,0,0,
4966,Attila,Korpas,GER,0,0,1945-09-01,0.0,0.0,0.0,0,0,79.0
4967,Akira,Kawaguchi,JPN,0,0,,0.0,0.0,0.0,0,0,
4968,Vladimir,Korotkov,RUS,0,Moscow,1948-04-23,0.0,0.0,0.0,0,0,76.0
4969,Stepan,Koudelka,GER,0,Prague,1945-02-21,0.0,0.0,0.0,0,0,79.0
4970,Jan,Kukal,CZE,0,"Bratislava, Czechoslovakia",1942-09-13,0.0,0.0,0.0,0,0,82.0
4971,Philipp,Klimov,RUS,0,0,1999-03-11,0.0,0.0,0.0,0,0,25.0
4972,Vasil,Kirkov,USA,"Tampa, Florida",Asenovgrad,1999-03-13,0.0,64.0,185.0,Right-Handed,Two-Handed Backhand,25.0
4973,Julian,Krinsky,RSA,0,0,,0.0,0.0,0.0,0,0,
4974,Junjo,Kawamuri,JPN,0,0,1941-11-24,0.0,0.0,0.0,0,0,83.0
4975,Rauty,Krog,RSA,0,0,,0.0,0.0,0.0,0,0,
4976,Ramanathan,Krishnan,IND,0,"Madras, India",1937-04-11,0.0,0.0,0.0,0,0,87.0
4977,Teimuraz,Kakoulia,RUS,0,0,,0.0,0.0,0.0,0,0,
4978,Billy R.,Knight,GBR,0,0,1935-11-12,0.0,0.0,0.0,0,0,89.0
4979,Michael,Kenny,AUS,0,0,,0.0,0.0,0.0,0,0,
4980,Asher,Kahn,USA,0,0,,0.0,0.0,0.0,0,0,
4981,Sadao,Kosugi,JPN,0,0,,0.0,0.0,0.0,0,0,
4982,Petr,Kanderal,SUI,0,"Zurich, Switzerland",1948-01-16,0.0,0.0,0.0,0,0,76.0
4983,Tom,Karp,USA,0,"Los Angeles, CA",1946-10-13,0.0,0.0,0.0,0,0,78.0
4984,Dave,Kanter,USA,0,0,,0.0,0.0,0.0,0,0,
4985,Mike,Kreiss,USA,0,0,,0.0,0.0,0.0,0,0,
4986,Niclas,Kroon,SWE,"Monte Carlo, Monaco","Karlstad, Sweden",1966-02-05,1986.0,82.0,183.0,0,0,58.0
4987,Takeshi,Koura,JPN,0,0,,0.0,0.0,0.0,0,0,
4988,Christian,Kuhnke,GER,0,0,1939-04-13,0.0,0.0,0.0,0,0,85.0
4989,Rainer,Kuhlmey,GER,0,0,,0.0,0.0,0.0,0,0,
4990,Bob,Kronaugh,USA,0,0,1958-02-15,0.0,0.0,0.0,0,0,66.0
4991,R.,Kiesling,USA,0,0,,0.0,0.0,0.0,0,0,
4992,Tom,Kreiss,USA,0,0,,0.0,0.0,0.0,0,0,
4993,V.,Kazarevitch,RUS,0,0,,0.0,0.0,0.0,0,0,
4994,Ferenc,Komaromi,HUN,0,0,,0.0,0.0,0.0,0,0,
4995,Bert,Kearney,AUS,0,0,,0.0,0.0,0.0,0,0,
4996,Alex,Kurucz,GER,0,0,,0.0,0.0,0.0,0,0,
4997,Henry,Kamakana,USA,0,"Honolulu, HI, U.S.A.",1942-09-22,0.0,0.0,0.0,0,0,82.0
4998,Petr,Korda,CZE,"Monte Carlo, Monaco","Prague, Czech Republic",1968-01-23,1987.0,73.0,191.0,0,0,56.0
4999,Mark,Kaplan,RSA,0,"Johannesburg, South Africa",1967-12-20,0.0,68.0,185.0,0,0,57.0
5000,Jozsef,Krocsko,HUN,0,"Ungvar, Ukraine",1968-04-20,0.0,73.0,180.0,0,0,56.0
5001,Kent,Kinnear,USA,"Champaign, IL","Naperville, IL",1966-11-30,1988.0,98.0,196.0,0,0,58.0
5002,Ralph,Kok,NED,0,0,1967-10-18,0.0,0.0,0.0,0,0,57.0
5003,Steve,Kennedy,USA,0,"Fort Lauderdale, FL",1965-10-30,0.0,75.0,183.0,0,0,59.0
5004,Fred,Kovaleski,USA,0,"Detroit, MI",,0.0,0.0,0.0,0,0,
5005,David,Kass,USA,0,"Columbus, OH",1970-06-16,0.0,77.0,180.0,0,0,54.0
5006,Yuval,Karutzi,ISR,0,0,1970-02-21,0.0,0.0,0.0,0,0,54.0
5007,Mark,Knowles,BAH,"Nassau, Bahamas","Nassau, Bahamas",1971-09-04,1992.0,88.0,191.0,0,0,53.0
5008,Kenichi,Kiyomiya,JPN,0,0,,0.0,0.0,0.0,0,0,
5009,Mark,Keil,USA,"Kauai, HI","Mountainview, CA",1967-06-03,1988.0,82.0,185.0,0,0,57.0
5010,Nicklas,Kulti,SWE,"Stockholm, Sweden","Stockholm, Sweden",1971-04-22,1989.0,88.0,191.0,0,0,53.0
5011,Trevor,Kronemann,USA,"San Luis Obispo, CA, USA","Edina, MN, USA",1968-09-03,1991.0,102.0,193.0,0,0,56.0
5012,Florian,Krumrey,GER,"Prien, Germany","Munich, Germany",1970-01-27,0.0,76.0,191.0,0,0,54.0
5013,Darren,Kirk,GBR,0,"Lincolnshire, England",1968-07-23,0.0,0.0,0.0,0,0,56.0
5014,Bernd,Karbacher,GER,Munich,"Munich, Germany",1968-04-03,1989.0,73.0,185.0,0,0,56.0
5015,William,Kyriakos,BRA,0,0,,0.0,0.0,0.0,0,0,
5016,Tom,Kempers,NED,"Apeldooen, Netherlands","Bussum, Netherlands",1969-06-01,1988.0,86.0,188.0,0,0,55.0
5017,Lars,Koslowski,GER,"Vellmar, Germany","Kassel, Germany",1971-05-22,1989.0,72.0,188.0,0,0,53.0
5018,Andrew,Kratzmann,AUS,"Windera, QSLD, Australia","Murgon, QSLD, Australia",1971-11-03,1990.0,88.0,193.0,0,0,53.0
5019,Rick,Kepler,USA,0,0,1967-02-25,0.0,0.0,0.0,0,0,57.0
5020,Ola,Kristiansson,SWE,0,0,1971-09-23,1990.0,77.0,188.0,0,0,53.0
5021,Richard,Krajicek,NED,"Muiderberg, The Netherlands","Rotterdam, The Netherlands",1971-12-06,1989.0,89.0,196.0,0,0,53.0
5022,Jae-Sik,Kim,KOR,0,0,1967-05-17,0.0,0.0,0.0,0,0,57.0
5023,Robbie,Koenig,RSA,"Durban, South Africa","Durban, South Africa",1971-07-05,1992.0,70.0,173.0,0,0,53.0
5024,Chi-Wan,Kim,KOR,0,"Ulsan, Korea",1968-10-01,0.0,70.0,180.0,0,0,56.0
5025,Gil,Kovalski,ISR,0,0,,0.0,0.0,0.0,0,0,
5026,Jan,Kodes Jr.,CZE,0,"Prague, Czechoslovakia",1972-03-11,0.0,66.0,178.0,0,0,52.0
5027,Karol,Kucera,SVK,"Monte Carlo, Monaco","Bratislava, Czechoslovakia",1974-03-04,1992.0,77.0,188.0,Right-Handed,Two-Handed Backhand,50.0
5028,Nicolas,Kischkewitz,FRA,0,0,1974-04-04,0.0,0.0,0.0,0,0,50.0
5029,Robert,Kroll,GER,0,"Bucholz, Germany",1972-12-30,1993.0,0.0,0.0,0,0,52.0
5030,Aleksandar,Kitinov,MKD,"Skopje, Macedonia","Skopje, Macedonia",1971-01-13,1992.0,88.0,191.0,0,0,53.0
5031,Paul,Kilderry,AUS,"Orlando, Florida, USA","Perth, Australia",1973-04-11,0.0,82.0,175.0,0,0,51.0
5032,J.,Kirts,SWE,0,0,,0.0,0.0,0.0,0,0,
5033,Michael,Kohlmann,GER,"Herdecke, Germany","Hagen, Germany",1974-01-11,1995.0,84.0,188.0,0,0,50.0
5034,Julian,Knowle,AUT,"Vienna, Austria","Lauterach, Austria",1974-04-29,1992.0,75.0,188.0,0,0,50.0
5035,Jens,Knippschild,GER,"Arolsen, Germany","Arolsen, Germany",1975-02-15,1992.0,82.0,191.0,0,0,49.0
5036,Hideki,Kaneko,JPN,0,0,1974-03-06,0.0,0.0,0.0,0,0,50.0
5037,Yevgeny,Kafelnikov,RUS,"Sochi, Russia","Sochi, Russia",1974-02-18,1992.0,84.0,191.0,Right-Handed,Two-Handed Backhand,50.0
5038,Igor,Kornienko,RUS,0,0,1972-07-16,0.0,0.0,0.0,0,0,52.0
5039,Bobby,Kokavec,CAN,0,"Windsor, Ontario, Canada",1976-05-17,0.0,85.0,191.0,0,0,48.0
5040,Sandeep,Kirtane,IND,0,0,1973-10-27,0.0,0.0,0.0,0,0,51.0
5041,Jan,Kroslak,SVK,"Bratislava, Slovak Republic","Bratislava, Slovak Republic",1974-10-17,1993.0,77.0,188.0,0,0,50.0
5042,Gustavo,Kuerten,BRA,"Florianopolis, Brazil","Florianopolis, Brazil",1976-09-10,1995.0,83.0,191.0,Right-Handed,One-Handed Backhand,48.0
5043,Tuomas,Ketola,FIN,"Vammala, Finland","Turku, Finland",1975-02-21,1994.0,77.0,185.0,0,0,49.0
5044,Cedric,Kauffmann,FRA,0,0,1976-03-01,0.0,0.0,0.0,0,0,48.0
5045,Helge,Koll,NOR,0,0,1975-05-31,0.0,0.0,0.0,0,0,49.0
5046,Vadim,Kutsenko,RUS,"Tashkent, Uzbekistan","Komsomolsk, Russia",1977-03-16,1994.0,76.0,180.0,0,0,47.0
5047,Stefan,Koubek,AUT,"Vienna, Austria","Klagenfurt, Austria",1977-01-02,1994.0,68.0,175.0,0,0,47.0
5048,Zeljko,Krajan,CRO,"Varazdin, Croatia","Varazdin, Croatia",1979-02-03,1997.0,78.0,178.0,0,0,45.0
5049,Nicolas,Kiefer,GER,"Sievershausen, Germany","Holzminden, Germany",1977-07-05,1995.0,80.0,183.0,Right-Handed,Two-Handed Backhand,47.0
5050,Edwin,Kempes,NED,"Monnickendam, Netherlands","Amsterdam, Netherlands",1976-06-23,1995.0,73.0,188.0,0,0,48.0
5051,Michel,Kratochvil,SUI,"Ostermundigen, Switzerland","Bern, Switzerland",1979-04-07,1997.0,77.0,185.0,0,0,45.0
5052,Petr,Kralert,CZE,"London, England","Prague, Czech Republic",1979-10-20,1997.0,75.0,188.0,0,0,45.0
5053,Ivo,Karlovic,CRO,"Miami, FL, USA; Grand Bahama","Zagreb, Croatia",1979-02-28,2000.0,104.0,211.0,Right-Handed,One-Handed Backhand,45.0
5054,Sultan,Khalfan,QAT,0,0,1977-03-16,0.0,0.0,0.0,0,0,47.0
5055,Niko,Karagiannis,GRE,0,0,1974-07-07,0.0,105.0,0.0,0,0,50.0
5056,Jordan,Kerr,AUS,"Adelaide, Australia","Adelaide, Australia",1979-10-26,1998.0,80.0,180.0,0,0,45.0
5057,Kevin,Kim,USA,"Newport Coast, CA, U.S.A.","Torrance, CA, U.S.A.",1978-07-26,1997.0,75.0,180.0,Right-Handed,One-Handed Backhand,46.0
5058,Roko,Karanusic,CRO,"Zagreb, Croatia","Zagreb, Croatia",1982-09-05,2000.0,75.0,183.0,Right-Handed,Two-Handed Backhand,42.0
5059,Alex,Kim,USA,"Delray Beach, Florida, USA","Silver Spring, Maryland, USA",1978-12-20,2000.0,73.0,175.0,0,0,46.0
5060,Sergei,Krotiouk,RUS,0,0,1978-06-21,0.0,0.0,0.0,0,0,46.0
5061,Sunil,Kumar,IND,0,0,1983-04-04,0.0,0.0,0.0,0,0,41.0
5062,Vijay,Kannan,IND,0,0,1980-02-04,0.0,0.0,0.0,0,0,44.0
5063,Toshiharu,Kato,JPN,0,0,1979-08-12,0.0,0.0,0.0,0,0,45.0
5064,Igor,Kunitsyn,RUS,"Vladivostok, Russia","Vladivostok, Russia",1981-09-30,1999.0,75.0,180.0,0,0,43.0
5065,Christopher,Kas,GER,"Schwelm, Germany","Trostberg, Germany",1980-06-13,2001.0,85.0,188.0,0,0,44.0
5066,Alexey,Kedryuk,KAZ,"Almaty, Kazakhstan","Almaty, Kazakhstan",1980-08-08,1998.0,90.0,193.0,0,0,44.0
5067,Phillip,King,USA,"Long Beach, CA, U.S.A.","Taipei, Chinese Taipei",1981-12-19,2004.0,66.0,175.0,0,0,43.0
5068,Oh-Hee,Kwon,KOR,0,0,1978-06-18,0.0,0.0,0.0,0,0,46.0
5069,Dieter,Kindlmann,GER,"Blaichach, Germany","Sonthofen, Germany",1982-06-03,2001.0,71.0,183.0,0,0,42.0
5070,Philipp,Kohlschreiber,GER,"Kitzbuehel, Austria","Augsburg, Germany",1983-10-16,2001.0,70.0,178.0,Right-Handed,One-Handed Backhand,41.0
5071,Mait,Kunnap,EST,0,0,1982-09-23,0.0,0.0,0.0,0,0,42.0
5072,Robert,Kendrick,USA,"Orlando, FL, U.S.A.","Fresno, California, USA",1979-11-15,2000.0,86.0,191.0,Right-Handed,Two-Handed Backhand,45.0
5073,Hiroki,Kondo,JPN,"Aichi, Japan","Aichi, Japan",1982-11-05,0.0,77.0,178.0,Right-Handed,One-Handed Backhand,42.0
5074,Herve,Karcher,FRA,0,0,1975-08-09,0.0,0.0,0.0,0,0,49.0
5075,Sadik,Kadir,AUS,"Sydney, Australia","Surabaya, Indonesia",1981-07-27,0.0,67.0,0.0,0,0,43.0
5076,Kamala,Kannan,IND,0,0,1982-01-23,0.0,0.0,0.0,0,0,42.0
5077,Gary,Kesl,USA,0,0,,0.0,0.0,0.0,0,0,
5078,Bernd,Kube,GER,0,0,,0.0,0.0,0.0,0,0,
5079,Issa,Khodai,IRI,0,0,,0.0,0.0,0.0,0,0,
5080,Ivo,Klec,SVK,"Bratislava, Slovakia","Bratislava, Slovakia",1980-11-28,1999.0,79.0,183.0,0,0,44.0
5081,Moon Il,Kim,KOR,0,0,,0.0,0.0,0.0,0,0,
5082,Grant,Kerr,AUS,0,0,,0.0,0.0,0.0,0,0,
5083,Photos,Kallias,CYP,0,0,1984-03-06,0.0,0.0,0.0,0,0,40.0
5084,Daniel,Koellerer,AUT,"Wels, Austria","Wels, Austria",1983-08-17,2002.0,80.0,180.0,0,0,41.0
5085,David,Kuczer,POL,0,0,1984-11-19,0.0,0.0,0.0,Right-Handed,Two-Handed Backhand,40.0
5086,Alexander,Kudryavtsev,RUS,"St Petersburg, Russia","Yekaterinburg, Russia",1985-10-26,0.0,79.0,183.0,0,0,39.0
5087,William,Koo,HKG,0,0,,0.0,0.0,0.0,0,0,
5088,Raven,Klaasen,RSA,"Cape Town, South Africa","King William's Town, RSA",1982-10-16,2002.0,71.0,0.0,Right-Handed,Two-Handed Backhand,42.0
5089,Allan,Kendal,AUS,0,0,1928-09-29,0.0,0.0,0.0,0,0,96.0
5090,Adam,Kennedy,AUS,0,0,1983-02-09,0.0,0.0,0.0,0,0,41.0
5091,Lukasz,Kubot,POL,"Lubin, Poland","Boleslawiec, Poland",1982-05-16,2002.0,86.0,191.0,Right-Handed,Two-Handed Backhand,42.0
5092,Don,Kierbow,USA,0,0,,0.0,0.0,0.0,0,0,
5093,Butch,Kirkorian,USA,0,0,,0.0,0.0,0.0,0,0,
5094,Fritz,Kuhlmann,GER,0,0,,0.0,0.0,0.0,0,0,
5095,Bastian,Knittel,GER,"Stuttgart, Germany","Stuttgart, Germany",1983-08-08,2003.0,71.0,180.0,0,0,41.0
5096,Daniel,Krajnovic,CRO,0,"Zadar, Croatia",1980-06-16,0.0,0.0,0.0,0,0,44.0
5097,Leonardo,Kirche,BRA,"Santa Barbara, Brazil","Santa Barbara, Brazil",1985-01-04,2003.0,87.0,188.0,0,0,39.0
5098,Sascha,Kloer,GER,0,"Krefeld, Germany",1985-08-16,0.0,0.0,0.0,0,0,39.0
5099,Michel,Koning,NED,"Oosthuizen, Netherlands","Permerand, Holland",1984-05-01,0.0,80.0,0.0,0,0,40.0
5100,Daniel,King-Turner,NZL,0,0,1984-05-15,0.0,0.0,191.0,Right-Handed,Two-Handed Backhand,40.0
5101,Marc,Kimmich,AUS,Australia - Queensland,Nurtingen,1983-01-21,1999.0,81.0,183.0,0,0,41.0
5102,Christopher,Koderisch,GER,"Halle, Germany","Lemgo, Germany",,2003.0,73.0,180.0,0,0,
5103,Marcin,Kosakowski,USA,0,0,1980-12-04,0.0,0.0,0.0,0,0,44.0
5104,Roman,Vogeli,CZE,0,0,1985-03-13,0.0,0.0,0.0,0,0,39.0
5105,Gero,Kretschmer,GER,"Cologne, Germany","Cologne, Germany",1985-05-06,2004.0,77.0,191.0,Right-Handed,Two-Handed Backhand,39.0
5106,Alex,Kuznetsov,USA,"Tampa, FL, USA","Kiev, Ukraine",1987-02-05,2004.0,78.0,183.0,Right-Handed,Two-Handed Backhand,37.0
5107,Tom,Krug,GER,0,0,,0.0,0.0,0.0,0,0,
5108,Steven,Korteling,NED,0,0,1984-01-16,0.0,0.0,0.0,0,0,40.0
5109,Moharram-Ali,Khodai,IRI,0,0,1957-10-15,0.0,0.0,0.0,0,0,67.0
5110,Bertram,Knowles,0,0,0,,0.0,0.0,0.0,0,0,
5111,Arif,Kocak,TUR,0,0,,0.0,0.0,0.0,0,0,
5112,Evgeny,Korolev,KAZ,"Astana, Kazakhstan","Moscow, Russia",1988-02-14,2005.0,82.0,185.0,0,0,36.0
5113,Dejan,Katic,SRB,0,0,1988-03-07,0.0,0.0,0.0,0,0,36.0
5114,Marsel,Ilhan,TUR,"Istanbul, Turkey","Samarkand, Uzbekistan",1987-06-11,2006.0,80.0,191.0,Right-Handed,Two-Handed Backhand,37.0
5115,Konstantin,Kravchuk,RUS,"Moscow, Russia","Moscow, Russia",1985-02-23,2004.0,80.0,191.0,Right-Handed,Two-Handed Backhand,39.0
5116,Evgeny,Kirillov,RUS,0,0,1987-07-14,0.0,0.0,0.0,0,0,37.0
5117,Victor,Kozin,RUS,0,0,1988-01-15,0.0,0.0,0.0,0,0,36.0
5118,Kosti,Killas,CAN,0,0,,0.0,0.0,0.0,0,0,
5119,Alejandro,Kon,ARG,0,0,1986-11-10,0.0,0.0,0.0,0,0,38.0
5120,Fritz ,Kolbinger,AUT,0,0,,0.0,0.0,0.0,0,0,
5121,Unknown,Kreuzhuber,0,0,0,,0.0,0.0,0.0,0,0,
5122,Unknown,Kolik,0,0,0,,0.0,0.0,0.0,0,0,
5123,Eddie,Knol,0,0,0,,0.0,0.0,0.0,0,0,
5124,Richard,Kasten,0,0,0,,0.0,0.0,0.0,0,0,
5125,Ray,Keenan,0,0,0,,0.0,0.0,0.0,0,0,
5126,Adam,Kellner,HUN,0,0,1986-08-01,0.0,0.0,0.0,0,0,38.0
5127,William,Krulewitz,0,0,0,,0.0,0.0,0.0,0,0,
5128,Alan,Koth,0,0,0,,0.0,0.0,0.0,0,0,
5129,Nikita,Kryvonos,USA,United States,0,1986-09-01,0.0,0.0,0.0,0,0,38.0
5130,Blaz,Kavcic,SLO,"Dubai, U.A.E.","Ljubljana, Slovenia",1987-03-05,2005.0,78.0,188.0,Right-Handed,Two-Handed Backhand,37.0
5131,Jiri,Kosler,CZE,Czech Republic,0,1989-04-04,0.0,0.0,0.0,0,0,35.0
5132,Tobias,Kamke,GER,"Hamburg, Germany","Lubeck, Germany",1986-05-21,2004.0,76.0,178.0,Right-Handed,Two-Handed Backhand,38.0
5133,Tobias,Klein,GER,"Bad Sch\x1anborn, Germany","Schwetzingen, Germany",1982-03-23,2004.0,68.0,170.0,0,0,42.0
5134,Thomas,Kromann,DEN,Denmark,0,1987-06-01,0.0,0.0,0.0,0,0,37.0
5135,Chris,Klingemann,CAN,0,0,1985-03-24,0.0,0.0,0.0,0,0,39.0
5136,Bryan,Koniecko,USA,United States,0,1987-07-14,0.0,0.0,0.0,0,0,37.0
5137,Andrey,Kumantsov,RUS,Russia,0,1986-08-04,0.0,0.0,0.0,0,0,38.0
5138,Cheong-Eui,Kim,KOR,Korea,0,1990-03-23,0.0,0.0,0.0,0,0,34.0
5139,Daniel,Kumlin,SWE,0,0,1987-08-16,0.0,0.0,0.0,0,0,37.0
5140,Andrei,Karatchenia,BLR,0,0,1989-01-02,0.0,0.0,0.0,0,0,35.0
