first_name,last_name,hand,birth_date,country_code
Gabriel,Rodriguez Navarro,U,19940310.0,MEX
Farzin Danny,Amiri,U,19951104.0,USA
Alejandro Giovanni,Ramirez Vega,U,19950304.0,MEX
Josemiliano,Torres Martinez,U,19961023.0,MEX
Jonathan,Molina Galván,U,19951227.0,MEX
Diego,Tavera,U,19910105.0,MEX
Angel,Tavera,U,19910105.0,MEX
Luis Miguel,Reyes,U,19900614.0,PUR
Alejandro Jose,Adame Rabago,R,19970118.0,MEX
Matias Jose,Territoriale,R,19760408.0,ARG
Joaquin,Marquez,R,19920603.0,MEX
Santiago,Munoz Quiroga,R,19940401.0,MEX
Elliot,Minvielle,R,19920406.0,USA
Socrates Leonardo,Bousbouras Romero,U,19950910.0,CAN
Ignacio,Morell,R,19960419.0,MEX
Gabriel Inaki,Espindola Mancera,R,19941117.0,MEX
Jesus Alberto,Hernandez Velasco,U,19980430.0,MEX
Francisco Javier,Chavez Chio,U,19970915.0,MEX
Gerardo,Millan,U,19971222.0,MEX
Andrew,Dobbs,U,19880103.0,USA
Pablo,Sanchez Rivera,U,19970713.0,MEX
Rajeev,Sen,U,19900107.0,USA
Guillermo,Caballero Villalobos,U,19720221.0,MEX
Jose Andres,Illescas Maury,L,19960325.0,MEX
Jarred,Wynan,U,19920919.0,AUS
Francisco,Dominguez,U,19970224.0,MEX
Mauricio,Rivera Caballero,R,19970510.0,MEX
Alvaro,Zaragoza,U,19970310.0,MEX
Jesus,Amezcua Virues,U,19970305.0,MEX
Rodrigo,Novelo Amable,U,19941104.0,MEX
Yehia,Elsallali,R,19930514.0,EGY
Aman,Agarwal,U,19940213.0,IND
Omar,Naguib,R,19950805.0,USA
Thibaud,Fuchs,R,19921126.0,SUI
Hossam,Meligy,U,19910801.0,EGY
Ali,Dawoody,R,19921001.0,EGY
Anton,Schepelev,U,19961213.0,RUS
Adrian,Wimmer,U,19940525.0,GER
Mohammed Medhat Mostafa,El Naggar,U,19940901.0,EGY
Aleksandar,Spahic,R,19971225.0,SRB
Ivan,Saveljic,R,19950817.0,MNE
Petar,Barcot,U,19961110.0,SRB
Zeljko,Mladenovic,U,19940522.0,SRB
Dusan,Milojevic,R,19930827.0,SRB
Borislav,Zarkov,U,19840118.0,SRB
Dejan,Kovac,U,19970616.0,MNE
Luka,Sucevic,U,19960811.0,SRB
Marko,Minic,R,19951217.0,SRB
Vukasin,Sibinovic,U,19950420.0,SRB
Marko,Pavlovic,R,19880510.0,SRB
Aleksandar,Djukanovic,U,19920215.0,SRB
Dusan,Cerny,R,19961030.0,SRB
Stefan,Blanusa,U,19960920.0,SRB
David,Doljanica,U,19960807.0,SRB
Vuk,Vuckovic,R,19950723.0,SRB
Aleksandar,Curcin,U,19970308.0,SRB
Milos,Cvijovic,U,19960907.0,SRB
Mario,Borovcanin,U,19961001.0,SRB
Lazar,Stojkovic,R,19940512.0,SRB
Lazar,Marjanovic,U,19960529.0,SRB
Nenad,Milosevic,U,19950302.0,SRB
Petar,Pjevcevic,U,19950707.0,SRB
Stefan,Arsov,L,19960622.0,SRB
Stevan,Jevdjic,R,19841105.0,SRB
Milan,Savic,U,19950403.0,SRB
Djordje,Jokic,U,19940216.0,SRB
Stefan,Lugonjic,U,19940811.0,SRB
Matthias,Lippe,U,19940606.0,GER
Luka,Vitosevic,U,19961018.0,SRB
Milos,Stankovic,U,19850920.0,SRB
Ognjen,Vasiljevic,R,19940105.0,SRB
Miljan,Ruzic,U,19940322.0,AUS
Nenad,Terzic,U,19950903.0,SRB
Borjan,Jaksic,U,19870412.0,USA
Predrag,Dedic,R,19961130.0,SRB
Kevin,Portmann,R,19930618.0,ITA
Gabor,Mathe,U,19850702.0,HUN
Dorian Tomaz,Janezic,U,19951025.0,SLO
Vid,Fugina,U,19951221.0,SLO
Filipp,Ivanov,U,19940428.0,RUS
Jerzy,Jaworski,U,19920226.0,POL
Niko,Moraus,U,19960309.0,SLO
Leonhard,Gerch,U,19930506.0,GER
Andreas,Kopp,R,19790902.0,AUT
Domen,Gostincar,R,19960609.0,SLO
Luca,Mezzanotte,U,19920429.0,ITA
Ales,Germic,U,19960427.0,SLO
Maks,Tekavec,U,19960322.0,SLO
Tiago Rodrigo,Fernandes,U,19961011.0,POR
Filipe,Mendes,R,19950807.0,POR
Luis Miguel,Goncalves,R,19840703.0,POR
Henrique,Wojciechowski Osorio,U,19980927.0,BRA
Daniel,Mijic,R,19931003.0,BIH
Stefan,Surtov,U,19960117.0,BIH
Haris,Poric,U,19950105.0,AUS
Marsel,Duraek,U,19960716.0,BIH
Martin,Nikic,U,19970129.0,CRO
Igor,Zeljkovic,U,19961024.0,BIH
Miljan,Pantos,U,19881220.0,BIH
Filip,Pavlovic,U,19890629.0,SRB
Harun,Dzumhur,U,19960809.0,SUI
Leon,Ivanic,U,19951217.0,BIH
Siddharth,Reddy,R,19950713.0,IND
Siddhesh,Khade,U,19910411.0,IND
Venkateshwaran,Jaganathan,U,19950923.0,IND
S D Prajwal,Dev,R,19960527.0,IND
Manav Kumar,Chakma,R,19940115.0,IND
Harsha,L,U,19910102.0,IND
Raghuveer,L S,U,19940625.0,IND
Darshan,Srinivasa,R,19940110.0,IND
Rohan,Bhatia,R,19950114.0,IND
Raghvendra,Subramanya,R,19930415.0,IND
Bruhad,Mankad,U,19930424.0,IND
Rajdeep,Reddy,U,19950415.0,IND
Vimalraj,Jayachandran,R,19961205.0,IND
Vivek,Rajan,U,19930214.0,IND
Vasudev,Vijayaraman,R,19960822.0,IND
Jeevan,V,U,19980517.0,IND
Harish,Ramakrishnan,U,19930515.0,IND
Varun,Desai,R,19930419.0,IND
Rohit,Rampuria,R,19920321.0,IND
Sprithvi,Sekhar,U,19931003.0,IND
Mark,Allen,R,19930729.0,IND
Fernando Gabriel,Areas Nunez,U,19930724.0,ARG
Ignacio,Cilibrizzi,U,19890308.0,ARG
Agustin,Ozcoidi,U,19950611.0,ARG
Franco,Moral,U,19950323.0,CHI
Alejandro,Dure Nunez,U,19941005.0,ARG
Juan Cruz,Dominguez,U,19941108.0,ARG
Tomas,Depiaggio,R,19960317.0,ARG
Oscar Francisco,Dotti,U,19970215.0,ARG
Ignacio,Monzon,U,19980105.0,ARG
Juan Martin,Pusnar,R,19940617.0,ARG
Rene,Yegros Codiani,U,19910508.0,ARG
Eduardo,Palma,U,19961114.0,ARG
Tomas,Fernandez,U,19951010.0,ARG
Marco,Prochazka,U,19960821.0,AUT
Marek,Nerusil,R,19951029.0,CZE
Douwe,Disbergen,R,19940426.0,NED
Karl,Enander,U,19950403.0,SWE
Stefano,Pyringer,R,19960501.0,AUT
Lars,Veldheer,L,19960405.0,NED
Matthias,Angerbauer,R,19970929.0,AUT
Felix,Schueller,R,19930528.0,AUT
Rade,Popovic,U,19911128.0,SRB
Christian,Busching,U,19940602.0,AUT
Gijs,Brouwer,L,19960314.0,NED
Jerome,Benoit,R,19810728.0,SUI
Maarten,Jansen,U,19941029.0,NED
Luuk,Van Der Kroft,R,19970625.0,NED
Leon,Vellekoop,U,19910304.0,NED
Rich,Van Hout,U,19930226.0,NED
Bart,Van Den Berg,U,19930725.0,NED
Bart,De Gelder,U,19930316.0,NED
Pieter,Janssens,U,19940609.0,BEL
Guy,Den Heijer,U,19970330.0,NED
Lars,De Boer,U,19960522.0,NED
Stijn,Rademaker,U,19940407.0,NED
Conan,De Bruin,U,19871015.0,NED
Adriaan,De Jager,U,19940604.0,NED
Suwat,Chatkaewboriboon,U,19910524.0,THA
Simon,Musset,U,19910119.0,FRA
Bart,Van Leijsen,R,19951129.0,NED
Alexander,Roggenkamp,L,19930312.0,GER
Niels Jaap,Van Dam,R,19981003.0,AHO
Kevin,Benning,U,19930602.0,NED
Pierre Antoine,Delmas,U,19920926.0,FRA
Sebastien,Noa,U,19940816.0,FRA
Maxime,Mora,U,19970326.0,FRA
Florian,Clemares,U,19930201.0,FRA
Nicolas,Laporte,U,19960621.0,FRA
Moritz,Ellmann,U,19830308.0,GER
Igor,Khoroshilov,R,19940914.0,RUS
Daniel,Loebel,U,19950613.0,GER
Benedikt,Henning,U,19970428.0,GER
Patryk,Gewert,U,19911018.0,POL
Adrian,Engel,U,19940626.0,GER
Borja,Font,U,19940703.0,ESP
Christian,Braus,R,19950917.0,GER
Jan,Cimrman,U,19960629.0,GER
Robert,Van De Pas,U,19940506.0,NED
Russell Josh,Evangelista,U,19950423.0,NED
Tom,Smit,U,19900810.0,NED
Enrico,Dalla Valle,U,19980321.0,ITA
Howard,Scott,U,19940712.0,GBR
Robert,Aniola,R,19841223.0,POL
Mason,Recci,R,19970123.0,GBR
Rowan,Isaaks,R,19940204.0,GBR
Cedric,De Zutter,U,19920127.0,BEL
Salem,Ben Salah,R,19941123.0,TUN
Logan,Buignet,R,19960608.0,FRA
Thomas,Deschamps,U,19960719.0,BEL
Gauthier,Thierens,U,19960325.0,BEL
Yannick,Lenaerts,U,19960629.0,BEL
Stieg,Martens,L,19960121.0,BEL
Borja,Perez Aguirrezabal,U,19951219.0,ESP
Jose,Mendieta,R,19880928.0,ESP
Christian,Gonzalez Fernandez,U,19960711.0,ESP
Xabier,Saavedra,R,19930705.0,MEX
Jonathan,Taborcia Beitia,U,19840704.0,ESP
Gianluca,Vinci,R,19930211.0,ITA
Cristian Alexandru,Nicolau,U,19950831.0,ROU
Nicolai,Ferrigno,U,19920611.0,DEN
Cristian Ioan,Cosma,U,19990411.0,ROU
Nikola,Nedyalkov,U,19940721.0,BUL
Roberto,Pepe,U,19961011.0,ITA
Stefan,Tafrov,U,19961004.0,BUL
Petar,Andreev,U,19970225.0,BUL
Gabriel,Pfanner,U,19980305.0,AUT
Robin,Peham,U,19960430.0,AUT
Ivan,Dudic,U,19960909.0,CRO
Philipp,Lener,U,19921028.0,AUT
Peter,Lang,R,19950321.0,SUI
Oliver,Grimbly,U,19890721.0,RSA
Phillippe Frederic Martin,Pales,U,19950313.0,SVK
Tomas,Hons,U,19940119.0,CZE
Ivan,Starke,U,19950307.0,SVK
Manfred,Klika,R,19751004.0,AUT
Daniel,Orlita,R,19970708.0,CZE
David,Krcmar,U,19940812.0,CZE
Jesse,Ross,R,19950422.0,USA
Bastien,Sorg,U,19930710.0,FRA
Romain,Bonnard,R,19920820.0,FRA
Dan,Cornet,U,19930108.0,FRA
Vincent,Novelli,U,19860731.0,FRA
Hugo,Bonnot,U,19970130.0,FRA
Thibaut,Belberka,U,19971107.0,FRA
Loic,Payraudeau,U,19960423.0,SUI
Oliver,Gan,U,19940427.0,GBR
Joshua,Gledden,R,19911223.0,GBR
Joachim,Schemm,U,19920731.0,GER
Frank,Eulitz,U,19690409.0,GER
Nikita,Tsirkun,U,19960620.0,RUS
Lutz,Leiding,R,19890820.0,GER
Christian,Braun,R,19930806.0,GER
Nico,Hadeler,U,19950126.0,GER
Leonard,Von Hindte,R,19940428.0,GER
Christian,Wille,U,19920701.0,GER
Maximilian,Grimme,U,19931211.0,GER
Vincent,Boehnke,U,19951009.0,GER
Christian,Kuehs,R,19890718.0,GER
Clemens,Mayer,U,19940611.0,AUT
Arnaud,Steiner,U,19961018.0,BEL
Thomas,Reheul,R,19921112.0,BEL
Thomas Yaka Kofi,Setodji,U,19951013.0,TOG
Ata,Hergunvarim,R,19970505.0,TUR
Borja,Perez Allica,U,19960519.0,ESP
Ignacio,Corbat,U,19911202.0,ESP
Anton,Jauregui,R,19891020.0,ESP
Pipo,De La Rica,U,19940218.0,ESP
Inigo,Mendieta,U,19930604.0,ESP
Adrian,Gruber,U,19911115.0,AUT
Markus,Neuhauser,R,19931222.0,AUT
Nikita,Sankov,R,19961210.0,RUS
Alexander Thomas,Grabher,R,19930903.0,AUT
Mihai Vasilian,Stoica,U,19970101.0,ROU
Calin,Manda,U,19980403.0,ROU
Vlad Andrei,Dumitru,U,19970509.0,ROU
Yoan,Matev,U,19970916.0,BUL
Marko,Mandic,U,19950131.0,SRB
Anes,Omerbasic,U,19940919.0,BIH
Marko,Vujovic,U,19930702.0,SRB
Stevan,Djenadic,U,19930728.0,SRB
Danilo,Pejovic,R,19951123.0,SRB
Francois,Mehler,U,19970220.0,FRA
Amaury,Derognat,R,19911006.0,FRA
Romain,Kalaydjian,R,19921202.0,FRA
Jeremy,Despont,U,19950311.0,SUI
Arthur,Tourlousse,L,19950912.0,BEL
Tom,Jottrand,U,19951003.0,BEL
Robbie,Ridout,U,19950419.0,GBR
Matthew,Pearce,R,19900809.0,GBR
Matthew,Kirby,U,19940405.0,GBR
Alistair,Hobson,U,19951205.0,GBR
Adam,Stevenson,U,19941124.0,GBR
Daniel,Gilbert,U,19940921.0,GBR
Luke,Steeb,R,19950808.0,GER
Florian,Jakob,U,19950711.0,GER
Pascal,Solisch,U,19930403.0,GER
Jacques,Negro,U,19931017.0,GER
Konstantin,Rudhard,R,19940124.0,GER
Anton,Domaschenko,R,19920309.0,GER
Jakub,Eisner,U,19930408.0,CZE
Marcel,Thiel,U,19890527.0,GER
Nils,Hoffacker,U,19940624.0,GER
Frank,Mehlich,U,19831107.0,GER
Benjamin,Hassan,U,19950204.0,GER
Tino,Wengel,U,19800328.0,GER
Kirill,Levin,R,19961206.0,RUS
Phil,Triphaus,U,19941002.0,GER
Hasan,Ibrahim,U,19950817.0,GER
Grigory,Potemkin,R,19970203.0,RUS
Martin,Mihal,U,19950816.0,SVK
Filip,Madluska,R,19950911.0,SVK
Marian,Bochyn,U,19930609.0,SVK
Alexey,Lukyanov,R,19921029.0,RUS
Roman,Sentivanyi,U,19960420.0,SVK
Tomas,Pavlovsky,U,19950529.0,SVK
Jakub,Novak,U,19950316.0,SVK
David,Mikula,U,19900522.0,SVK
Erik,Chren,U,19960401.0,SVK
Michal,Lukacovic,R,19930120.0,SVK
Martin,Blaho,R,19941017.0,SVK
Can,Erem,U,19970428.0,TUR
Ege Melih,Azkara,U,19980609.0,TUR
Airam,Castellano Hernandez,U,19960823.0,ESP
Ngawang,Sanchez Ruano,R,19970210.0,ESP
Marc,Dura Mercado,U,19960606.0,ESP
Sergi,Perez Contri,U,19980120.0,ESP
Sebastian,Chojnowski,U,19950322.0,POL
Bogdan,Sokolov,R,19970214.0,ESP
Philipp,Schroll,U,19960612.0,AUT
Bjorn,Kurtze,U,19950208.0,GER
Marc,Benkemoun,U,19860407.0,AUS
Matthaeus,Nguyen,U,19920809.0,AUT
Sebastian,Schloffer,R,19960801.0,AUT
Michael,Weindl,U,19950718.0,GER
Niclas,Genovese,R,19941031.0,SUI
Mads,Hegelund,U,19891126.0,DEN
Niels,Skajaa,U,19921201.0,DEN
August,Vallentin,U,19940820.0,DEN
Jeremy,Ittah,U,19930225.0,SUI
Quentin,Roch,R,19911015.0,SUI
Brendan,Dempsey,U,19930218.0,IRL
Alexander,Grau,U,19940226.0,GER
Peter,Mimnagh Flemming,U,19950317.0,IRL
Mark,Carpenter,U,19860522.0,IRL
Cal,Craven,U,19870926.0,GBR
Ulysses,Ryan Flynn,R,19921013.0,IRL
Darragh,Glavin,U,19930309.0,IRL
Fabio,Molle,U,19810326.0,IRL
Jannik,Roettlingsberger,U,19950130.0,GER
Robin,Ebeling,R,19931212.0,GER
Laurenz,Pawlowski,U,19950526.0,GER
Nico Benedict,Sigloch,U,19930211.0,GER
Dominik,Esser,U,19670630.0,GER
Felix,Ewers,R,19951122.0,GER
Krzysztof,Mlazga,U,19920615.0,POL
Jakub,Belan,U,19960905.0,SVK
Samuel,Hodor,R,19960718.0,SVK
Michal,Marko,R,19960512.0,SVK
Martin,Belan,U,19950726.0,SVK
Rick,De Groot,R,19891213.0,NED
Samuel,Revert Murillo,U,19950828.0,ESP
Pedro,Amat Sanchez,U,19900227.0,ESP
Marcos,Sanz Gimenez,U,19980310.0,ESP
Jorge,Lopez Perez Fuster,U,19970522.0,ESP
Pablo,Colvee Debrot,U,19950929.0,ESP
Kacper,Drelich,R,19960420.0,POL
Gleb,Babikov,R,19970402.0,RUS
Ahmed,Chaudary,R,19931217.0,PAK
Robin,Moreno Marx,U,19970116.0,ESP
Thomas,Fischer,U,19930428.0,AUT
Tomas,Frommel,R,19890504.0,CZE
Markus,Strommer,U,19951219.0,AUT
Damian,Roman,U,19820525.0,ROU
Marek,Lukacovic,U,19960210.0,SVK
Markus,Brezovsky,L,19950914.0,AUT
Manuel,Komar,U,19960630.0,AUT
David,Altmann,U,19940821.0,AUT
Henrik Heise,Korsgaard,U,19960722.0,DEN
Dennis,Merdan,R,19930929.0,SWE
Srdjan,Trosic,U,19960205.0,SRB
Anatoliy,Petrenko,R,19951204.0,UKR
Mario,Osmakcic,U,19970226.0,SUI
Ivo,Spathari,R,19920529.0,ALB
Brad,Marriott,U,19930228.0,GBR
Pierre,Luiggi,U,19980705.0,GBR
Tiran,Sanghera,R,19981228.0,GBR
Samuel,Lemberger,R,19940523.0,GBR
David,Steinebach,U,19920522.0,GER
Samuel,Sippel,U,19981210.0,GER
Maximilian,Ilic,R,19940509.0,GER
Lukas,Moenter,L,19970225.0,GER
Maximilian,Hepp,U,19950203.0,GER
Robin,Hochguertel,R,19911204.0,GER
Robin,Becker,U,19940114.0,GER
Marek,Valasik,U,19740326.0,SVK
Daniel,Jurovcik,U,19961119.0,SVK
Vadym,Ursu,R,19970101.0,UKR
Marco,Benussi,R,19900902.0,ITA
Lubomir,Scasny,U,19960427.0,SVK
Dimitris,Stavropoulos,U,19971202.0,GRE
David,Sanchez Herrero,U,19980629.0,ESP
Alexey,Pochuev,U,19951023.0,RUS
Alberto,Blesa Gonzalez,U,19950317.0,ESP
Javier,Benito Abolafio,U,19950910.0,ESP
Oleg,Kossov,U,19960116.0,RUS
Alfonso,Costa,U,19950130.0,ESP
Mauricio Marco,Benitez Zafra,U,19970117.0,ESP
Mehmet,Cigerli,U,19971202.0,TUR
Huseyin Furkan,Karayel,U,19960729.0,TUR
Richard,Sipala,U,19921222.0,USA
Tom,Dynka,U,19920812.0,CAN
Kacper,Lemiesz,R,19950130.0,POL
Cyprian,Owczarz,U,19950403.0,POL
Mateusz,Terczynski,R,19960302.0,POL
Piotr,Dobrzynski,R,19940212.0,POL
Johannes,Ingildsen,R,19970701.0,DEN
Lucas,Lopez Della Valle,U,19960923.0,ARG
Igor,Kolaric,U,19970522.0,SRB
Marko,Sekulic,U,19951204.0,SRB
Matko,Matic,R,19930411.0,SRB
Bruno,Ferreira,U,19960709.0,BRA
Rafael,Francischini,U,19830816.0,BRA
Delfino,Levy,U,19910805.0,BRA
Luiz Fernando,Sarmento Nicolau Neto,U,19950802.0,BRA
Renato,Teixeira Mendes,U,19890301.0,BRA
Pedro Luiz Siviero,Lucacin,U,19940111.0,BRA
Joao Luiz Zillo,Prado,U,19960107.0,BRA
Leandro,Calixto,U,19850814.0,BRA
Matheus,Avalos,U,19931228.0,BRA
Rosembergue,Santos,U,19860813.0,BRA
Gunter,Faust,U,19740613.0,BRA
Adriano Peres,Bernardes Junior,R,19960426.0,BRA
Daniel,Kuba,R,19950309.0,BRA
Joao,Araujo,R,19860618.0,BRA
Lucas,Morandini Sanches,U,19961231.0,BRA
Joao Paulo,Da Silva,R,19960207.0,BRA
Roy,Zeidan,U,19931106.0,LIB
Seo Jae,Chang,U,19820301.0,KOR
Evan,Meltzer,U,19910623.0,USA
Zhe Han,Low,U,19980723.0,MAS
Chia Yi,Lin,U,19890602.0,TPE
Cing Yang,Meng,U,19980719.0,TPE
Jad,Ballout,U,19960922.0,TPE
Wei Sheng,Kao,U,19931225.0,TPE
Jeffrey,Hsu,U,19970417.0,TPE
Andy,Chang,U,19831011.0,USA
Zu Zinyang,Tan,R,19971123.0,MAS
Hsiang Yi,Wang,U,19980816.0,TPE
Kuan Yi,Lee,U,19960909.0,TPE
Lucas,Fabeiro,U,19931121.0,ARG
Emiliano Franco,Vecchia,U,19940930.0,ARG
Micael,Florez,U,19940625.0,ARG
Jack,Saunders,R,19910327.0,GBR
Marc,Hoppius,U,19910303.0,GER
Malek,Selmen,U,19950213.0,TUN
Igor,Solomatin,U,19981216.0,UKR
Federico,Scara,U,19960415.0,ITA
David,Northey,L,19540223.0,USA
Hunter,Johnson,R,19940604.0,USA
Michael,Lippens,R,19921112.0,USA
Lloyd,Bruce Burgess,R,19871227.0,GBR
Ford,Zitsch,U,19930804.0,USA
Yates,Johnson,R,19940602.0,USA
David,Hager,U,19960727.0,USA
Charles,Depaolo,R,19931102.0,USA
Brandon,Videtich,U,19890907.0,USA
John,Mccarthy,U,19690715.0,USA
Karl,Sloss,R,19800504.0,USA
Daniel,Quinn,U,19830811.0,AUS
Jason,Proctor,U,19940112.0,USA
Benjamin,Rosen,R,19960531.0,USA
Sam,Laudon,U,19930917.0,USA
Jake,Norman,R,19940804.0,USA
Evan,Nix,U,19931203.0,USA
Fabian,Spaar,U,19890502.0,SUI
Dural N,Morris,U,19850902.0,USA
Quinton,Argent,U,19931210.0,AUS
Patrick,Weant,L,19830507.0,USA
Steve,Moehn,U,19710914.0,USA
Kyle,Shipman,U,19920118.0,USA
Dylan,Steffens,U,19950324.0,USA
Tucker,Fenske,U,19941201.0,USA
Ross,Nigro,U,19910920.0,USA
Jon,Wegener,U,19890927.0,USA
T S,Walker,R,19710708.0,USA
Alexander,Ratz,R,19850616.0,CAN
Jay,Joshi,U,19930925.0,USA
Michael,Sellitto,U,19940610.0,USA
Patrick,Kuhle,U,19930722.0,USA
Garrett,Mandrell,U,19931016.0,USA
Tyler,Kimmons,U,19840809.0,USA
Andy,Page,U,19960722.0,USA
Oliver,Loutsenko,R,19920917.0,USA
Carlos,Torralbas,U,19810612.0,PUR
Daniel,Alameh,R,19941112.0,AUS
William,Mirkin,U,19920514.0,USA
Ian,Ross,U,19951204.0,USA
Tony,Kostadinov,U,19940223.0,USA
Andrew,Scholnick,U,19930509.0,USA
Andrew,Cahn,U,19940628.0,USA
Tita,Mba,U,19921003.0,CMR
Wilson,Mathewes,U,19930516.0,USA
Victor,Spolidorio,U,19981012.0,BRA
Allen,Jackson,U,19940418.0,USA
Sam D,Bloom,U,19940113.0,USA
Chris,Simich,U,19930531.0,NZL
Kyle,Koch,U,19921030.0,USA
Massimo,Ienzi,R,19920615.0,ITA
Gustav,Benson,U,19950606.0,USA
Daniel Jr,Burgess,U,19890717.0,USA
Christopher,Cox,U,19931113.0,USA
Daniel,Lineberry,U,19961110.0,USA
Michael,Bramorski,U,19861001.0,USA
Van,Damrongsri,U,19930302.0,USA
David,Bush,U,19960515.0,USA
Colin,Hart,R,19840821.0,USA
Robert,Berry,U,19951102.0,USA
Neel,Kotrappa,U,19920322.0,USA
Victor,Brown,U,19950130.0,USA
Oshin,Hakobian,L,19831220.0,GBR
Maxwell,Sacks,R,19930707.0,USA
Brett,Van Linge,U,19840201.0,USA
Jared,Thompkins,U,19960506.0,USA
Joshua,Friedman,U,19910108.0,USA
Nikolas,Ramadan,U,19960903.0,USA
Jochem,Hoefnagels,U,19891123.0,NED
Alexander,Johnson,U,19900818.0,USA
Hosep,Orojian,U,19941112.0,USA
Brett,Bacharach,U,19940827.0,USA
Bryan,Mehall,U,19940304.0,USA
Brendan,Aguilar,U,19931119.0,USA
Vladimir,Branisteanu,L,19890615.0,ROU
Cordell,Ezerins,U,19780920.0,USA
Alec,Adamson,U,19940830.0,USA
Hyun Duk,Cho,R,19950305.0,HKG
Corey,Karen,L,19950504.0,USA
Erik,Grotemeyer,U,19850516.0,USA
Jonathan,Gasawneh,U,19970707.0,USA
Andranik,Khachatryan,R,19920921.0,USA
Maxwell,Macey,U,19940516.0,USA
Timothy,Houston,R,19670514.0,USA
Graham,Maassen,U,19950330.0,USA
Marcus,Nalley,U,19940723.0,USA
Rohan,Shankar,U,19950812.0,USA
Jeremy Hunter,Nicholas,U,19910808.0,USA
Skyler,Butts,U,19930918.0,HKG
Kyle,Tucker,U,19831210.0,USA
Andrew,Diefenbach,U,19840921.0,USA
Stevie,Phifer,R,19930622.0,USA
Jonas,Meinzer,U,19950407.0,GER
Teague,Hamilton,U,19950702.0,USA
Marvin,Tawasi,R,19930113.0,GER
Bo,Hardt,U,19840502.0,USA
Marc,Vartabedian,R,19871230.0,USA
Justin,Vea,R,19891130.0,USA
Patrick,Corpuz,U,19961101.0,USA
Yevgeny,Pereverzin,U,19920919.0,USA
Evgeny,Dorokhov,R,19820204.0,RUS
Frederik,Gelbrich,U,19920711.0,GER
Alex,Brenner,U,19941209.0,USA
Miles,Seemann,U,19930804.0,USA
Joao Pedro,Gomes Leme,R,19931209.0,BRA
Henrique,Freitas Salles,U,19951031.0,BRA
Jeffrey,Hawke,U,19921028.0,USA
Alec,Dardis,U,19961012.0,USA
Daniel,Maese,R,19960215.0,USA
Devin,Lane,U,19911017.0,USA
Morgan,Lebby,R,19950805.0,USA
Nasser,Alsaeed,U,19911103.0,KSA
Max A,Manthou,U,19911104.0,USA
Dara,Aryanpour Kashani,U,19940904.0,IRI
Luan Andrew,Vu,U,19801002.0,USA
Warren,Wood,U,19930612.0,USA
Tyler,Pham,U,19940318.0,USA
Oliver,Seifert,U,19940317.0,GER
Ryoto,Tachi,U,19930922.0,JPN
Jeff,Thomsen,R,19760922.0,USA
Benjamin,Tasevac,R,19920716.0,USA
Axel,Bouilllin,U,19920709.0,USA
Alexander,Gryaznov,U,19920508.0,USA
Darius,Mackenzie,U,19960302.0,USA
Ace,Matias,U,19930221.0,USA
Caryl,Hernandez,R,19940124.0,USA
Garret Bernard,Vincent,R,19970831.0,USA
Reese,Stalder,U,19961112.0,USA
Kentaro,Mizushima,U,19970623.0,JPN
David,Doehring,U,19930810.0,USA
Andrew,Riminton,R,19941015.0,AUS
Patrick,Harris,R,19941117.0,USA
Damin,Borooah,U,19940824.0,USA
Justin,Agbayani,U,19931207.0,USA
Illiya,Chibirev,U,19910330.0,CAN
Ezra Ozzy,Abraham,U,19950203.0,USA
Rihards,Feldmanis,R,19901204.0,LAT
Oleg,Simonyan,U,19950810.0,USA
Vitali,Vasilevski,U,19910331.0,BLR
Seth,Stolar,U,19940329.0,USA
Jonathan,Poon,U,19940629.0,USA
Chase,Masciorini,U,19950622.0,USA
Benjamin,Hartmann,R,19940213.0,USA
Jonathan,Kaufman,U,19950507.0,USA
Billy,Casas,R,19750217.0,USA
Ian,Ojon,R,19960326.0,USA
Lestter,Yeh,R,19940220.0,USA
Jacob,Brumm,U,19981130.0,USA
Cassell James,King,U,19960513.0,USA
Wassay,Zafar,U,19881225.0,PAK
Rand,Hogen,R,19561226.0,USA
Brian,Koh,U,19920118.0,SIN
Michael,Genender,L,19970313.0,USA
Dylan,Wong,U,19960325.0,USA
Yousef,Benhamida,U,19871025.0,USA
Amirardalan,Safi,R,19970211.0,IRI
Aleksandr,Kvich,R,19941223.0,EST
Pavels,Grigorjevs,U,19920325.0,LAT
Tom,Miller,U,19920514.0,GBR
Aleksei,Bohan,U,19940624.0,EST
Taavi,Annus,U,19930402.0,EST
Alan,Braschinsky,U,19960603.0,EST
Kristofer Sven,Kliimand,U,19960915.0,EST
Hendrik,Lutter,U,19961030.0,EST
Laurynas,Adomavicius,R,19940629.0,LTU
Ivar Indrek,Himmist,U,19951201.0,EST
Skirmantas,Macinskas,R,19950220.0,LTU
Mantas,Gricius,R,19960615.0,LTU
Almantas,Ozelis,U,19960530.0,LTU
Aleksei,Kolobov,R,19880502.0,LTU
Ilya,Koshelev,U,19950222.0,RUS
Vilius Andrius,Sulnis,R,19950405.0,LTU
Benas Dominykas,Stelmokas,U,19970720.0,LTU
Mantas,Bugailiskis,R,19960502.0,LTU
Dovydas,Sabunas,U,19940718.0,LTU
Giuliano,Buzoianu,U,19941118.0,ROU
Oleg,Savkin,U,19920426.0,RUS
Tomas,Brazdeikis,R,19830625.0,LTU
Mikhail,Azikov,U,19960809.0,RUS
