,name,address,city,zip_code,type,count,clay,wall,grass,indoor,lights,proshop,latitude,clay,wall,grass,indoor,lights,stringing
Plantation Resort Augusta Farm,Promise Land Drive,dallas - fort worth,tx,Homeowners Community,2,False,False,False,False,True,False,33,-96.7821908,0,0,0,0,1,0
Trailwood Village,Lake Village Drive,houston - galveston - brazoria,tx,Homeowners Community,2,False,False,False,False,True,False,30,-95.2213115,0,0,0,0,1,0
Hunters Glen,Doverglen Drive,houston - galveston - brazoria,tx,Homeowners Community,2,False,False,False,False,True,False,29,-95.5145788,0,0,0,0,1,0
Fort Hunt Park,Linton Lane,washington,dc,Public,2,False,False,False,False,False,False,38,-77.067432,0,0,0,0,0,0
Raritan High School,Golden Lane,new york,ny,Public,6,False,False,False,False,False,False,40,-74.152157,0,0,0,0,0,0
Hooff's Run Park,East Oak Street,washington,dc,Public,1,False,False,False,False,False,False,38,-77.061157,0,0,0,0,0,0
Orchard Park,De Hart Road,new york,ny,Public,2,False,False,False,False,False,False,40,-74.273436,0,0,0,0,0,0
Valencia Isles,Valencia Isles Boulevard,west palm beach - boca raton,fl,Homeowners Community,7,True,False,False,False,True,False,26,-80.1590073,1,0,0,0,1,0
Plantation Park,Mulberry Park Drive,orlando,fl,Homeowners Community,1,False,False,False,False,True,False,28,-81.5003049,0,0,0,0,1,0
Fisher Park,West Spencer Street,philadelphia,pa,Public,3,False,False,False,False,False,False,40,-75.131292,0,0,0,0,0,0
Matawan Regional High School,Deerfield Lane,new york,ny,Public,5,False,False,False,False,False,False,40,-74.221572,0,0,0,0,0,0
Uniondale High School,Leslie Lane,new york,ny,Public,5,False,True,False,False,True,False,40,-73.579709,0,1,0,0,1,0
Sunlake Apartments,Windsor East Drive,indianapolis,in,Homeowners Community,2,False,False,False,False,True,False,39,-86.005547,0,0,0,0,1,0
Scenic Hill,Larkin Circle,new york,ny,Homeowners Community,1,False,False,False,False,False,False,40,-74.2969429,0,0,0,0,0,0
Brookwood Manor,Holly Brook Road Southwest,atlanta,ga,Homeowners Community,4,False,True,False,False,True,False,33,-84.0400565,0,1,0,0,1,0
Lost Forrest,Post Oak Tritt Road,atlanta,ga,Homeowners Community,4,False,False,False,False,True,False,34,-84.4371307,0,0,0,0,1,0
Stonewall Manor,Hennessy Circle,atlanta,ga,Homeowners Community,2,False,False,False,False,True,False,33,-84.5655978,0,0,0,0,1,0
Bay Colony Condominiums,Bay Colony Drive,chicago,il,Homeowners Community,2,False,False,False,False,True,False,42,-87.8631163,0,0,0,0,1,0
Kingston Crossing,Harrowgrove Court,atlanta,ga,Homeowners Community,2,False,False,False,False,True,False,34,-84.2127585,0,0,0,0,1,0
Hunter Memorial Park,Pair Court,atlanta,ga,Public,4,False,False,False,False,True,False,33,-84.7677934,0,0,0,0,1,0
North Hill Apartments,North Hill Parkway,atlanta,ga,Homeowners Community,1,False,False,False,False,True,False,33,-84.2967653,0,0,0,0,1,0
Barrington Canyon,Roswell Road,atlanta,ga,Homeowners Community,1,False,False,False,False,False,False,33,-84.3552375,0,0,0,0,0,0
Mercer County Community College,Unnamed Road,new york,ny,Public,8,False,False,False,False,False,False,40,-74.649728,0,0,0,0,0,0
Merl Park,Merl Avenue,cleveland,oh,Public,1,False,False,False,False,False,False,41,-81.7883527,0,0,0,0,0,0
Northeast High School,Fort Smallwood Road,baltimore,md,Public,6,False,True,False,False,False,False,39,-76.5272212,0,1,0,0,0,0
Cimarron Apartments,Batchelder Road,boston,ma,Homeowners Community,3,False,False,False,False,False,False,42,-70.8883059,0,0,0,0,0,0
Fairmont Park,Sugarmont Drive,salt lake city,ut,Public,5,False,False,False,False,False,False,40,-111.8646598,0,0,0,0,0,0
Vernon Park,Freeborn Street,providence,ri,Public,4,False,False,False,False,False,False,41,-71.3002181,0,0,0,0,0,0
Tiverton Town Farm Recreation Area,Main Road,providence,ri,Public,4,False,False,False,False,True,False,41,-71.1910844,0,0,0,0,1,0
Stoney Hollow,Six Forks Road,raleigh-durham-chapel hill,nc,Homeowners Community,1,False,False,False,False,True,False,35,-78.6461771,0,0,0,0,1,0
Stafford Townhomes,Friars Walk Place,raleigh-durham-chapel hill,nc,Homeowners Community,1,False,False,False,False,True,False,35,-78.6324656,0,0,0,0,1,0
Hampton Place,Hampton Place Boulevard,albany,ny,Homeowners Community,2,False,False,False,False,False,False,42,-73.6790156,0,0,0,0,0,0
Roxbury Park Tennis Facility,South Roxbury Drive,los angeles,ca,Public,4,False,True,False,False,True,False,34,-118.4061384,0,1,0,0,1,0
Valle Lindo Park,Comanche Court,los angeles,ca,Public,5,False,False,False,False,True,False,34,-119.0571964,0,0,0,0,1,0
Arrowhead Meadows Park,West Erie Street,phoenix,az,Public,4,False,False,False,False,True,False,33,-111.8671811,0,0,0,0,1,0
Diamond Bar,Hilton Head Drive,los angeles,ca,Homeowners Community,4,False,False,False,False,True,False,34,-117.8164065,0,0,0,0,1,0
Greentree Place,South Hamilton Street,phoenix,az,Homeowners Community,2,False,False,False,False,True,False,33,-111.8312073,0,0,0,0,1,0
Half Moon Bay High School,Lewis Foster Drive,san francisco - oakland - san jose,ca,Public,6,False,False,False,False,True,False,37,-122.4264693,0,0,0,0,1,0
Twin Creeks South,Alora Court,san francisco - oakland - san jose,ca,Homeowners Community,1,False,False,False,False,False,False,37,-121.9782615,0,0,0,0,0,0
South Division High School,South Street,milwaukee,wi,Public,1,False,False,False,False,False,False,43,-87.929677,0,0,0,0,0,0
Worth Heights Park,South Jones Street,dallas - fort worth,tx,Public,1,False,False,False,False,False,False,32,-97.323364,0,0,0,0,0,0
Blueberry Hill,Blueberry Court,miami-fort lauderdale,fl,Homeowners Community,1,False,False,False,False,True,False,26,-80.2289593,0,0,0,0,1,0
Regency at Sussex,Layton Road,new york,ny,Homeowners Community,1,False,False,False,False,False,False,41,-74.5972323,0,0,0,0,0,0
Auburn Trace,Auburn Circle South,west palm beach - boca raton,fl,Homeowners Community,1,False,False,False,False,True,False,26,-80.0840878,0,0,0,0,1,0
Hamilton Bay,Princeton Lakes Drive,tampa-st. petersburg-clearwater,fl,Homeowners Community,2,False,False,False,False,True,False,27,-82.3223376,0,0,0,0,1,0
The Oaks at Countryside,McMullen Booth Road,tampa-st. petersburg-clearwater,fl,Homeowners Community,1,False,False,False,False,True,False,28,-82.7111399,0,0,0,0,1,0
Renaissance at Canyon,Fairway Springs,san antonio,tx,Homeowners Community,1,False,False,False,False,True,False,29,-98.4846961,0,0,0,0,1,0
Pamela Park,West Street,minneapolis-st. paul,mn,Public,2,False,False,False,False,False,False,44,-93.332719,0,0,0,0,0,0
Chippewa Middle School,Hodgson Road,minneapolis-st. paul,mn,Public,5,False,True,False,False,False,False,45,-93.12351,0,1,0,0,0,0
Elwood Park,Harmon Drive,new york,ny,Public,2,False,False,False,False,False,False,40,-73.337227,0,0,0,0,0,0
W.D. Thompson Park,Mason Woods Drive Northeast,atlanta,ga,Public,2,False,False,False,False,False,False,33,-84.3171608,0,0,0,0,0,0
Maple Village of Southgate,Goddard Road,detroit,mi,Homeowners Community,1,False,True,False,False,False,False,42,-83.2178628,0,1,0,0,0,0
Rockspray,Cabin Gate,atlanta,ga,Homeowners Community,2,False,False,False,False,False,False,33,-84.5459425,0,0,0,0,0,0
Granite Run,Hindon Circle,baltimore,md,Homeowners Community,1,False,False,False,False,True,False,39,-76.7696178,0,0,0,0,1,0
Brookview Village Apartments,West Lake Avenue,chicago,il,Homeowners Community,2,False,False,False,False,False,False,42,-87.8632799,0,0,0,0,0,0
French Common,Tremont Street,boston,ma,Public,2,False,False,False,False,False,False,42,-71.0073531,0,0,0,0,0,0
Collins Park,Applegate Road,charlotte,nc,Public,1,False,False,False,False,False,False,35,-80.8716059,0,0,0,0,0,0
Lincoln Park,Lincoln Park,grand rapids,mi,Public,2,False,False,False,False,False,False,42,-85.6969321,0,0,0,0,0,0
Tilles Park,Fyler Avenue,st. louis,mo,Public,3,False,False,False,False,True,False,38,-90.2889919,0,0,0,0,1,0
Canyon Creek,Lindley Avenue,los angeles,ca,Homeowners Community,2,False,False,False,False,True,False,34,-118.5276854,0,0,0,0,1,0
Wilshire Palms,Beverly Way,los angeles,ca,Homeowners Community,4,False,True,False,False,True,False,33,-116.4019811,0,1,0,0,1,0
Liberty Ranch High School,Marengo Road,sacramento-yolo,ca,Public,8,False,False,False,False,False,False,38,-121.2795675,0,0,0,0,0,0
Peachtree Place North,Peachtree Place Parkway,atlanta,ga,Homeowners Community,1,False,False,False,False,False,False,33,-84.2687309,0,0,0,0,0,0
Rose Price Park,Price Park,miami-fort lauderdale,fl,Public,4,False,False,False,False,True,False,26,-80.4219711,0,0,0,0,1,0
Lakewood Townhomes Villas,Lakewood Drive,miami-fort lauderdale,fl,Homeowners Community,1,False,True,False,False,False,False,25,-80.3984857,0,1,0,0,0,0
Kennedy Middle School,Masonic Boulevard,detroit,mi,Public,4,False,False,False,False,False,False,42,-82.8764606,0,0,0,0,0,0
Tree Terrace,Tree Terrace Parkway,atlanta,ga,Homeowners Community,3,False,False,False,False,True,False,33,-84.6197784,0,0,0,0,1,0
Camden Forrest,West Fayetteville Road,atlanta,ga,Homeowners Community,2,False,False,False,False,False,False,33,-84.4474626,0,0,0,0,0,0
Windsong,Windsong Trail,houston - galveston - brazoria,tx,Homeowners Community,2,False,True,False,False,True,False,29,-95.6759083,0,1,0,0,1,0
Veteran's Park,West Palmetto Park Road,west palm beach - boca raton,fl,Public,4,False,False,False,False,True,False,26,-80.1929963,0,0,0,0,1,0
Fox Landing,Fox Landing Drive,west palm beach - boca raton,fl,Homeowners Community,1,False,False,False,False,True,False,26,-80.1561534,0,0,0,0,1,0
Oasis of Mandarin,Claire Lane,jacksonville,fl,Homeowners Community,2,False,False,False,False,True,False,30,-81.6225386,0,0,0,0,1,0
Winter Green at Winter Park,Winter Green Boulevard,orlando,fl,Homeowners Community,2,False,False,False,False,False,False,28,-81.3142776,0,0,0,0,0,0
John F. Kennedy Memorial High School,Marshall Street,new york,ny,Public,5,False,False,False,False,False,False,40,-74.305,0,0,0,0,0,0
Waretown Lake & Recreation Area,Morey Place Road,new york,ny,Public,2,False,False,False,False,False,False,39,-74.209191,0,0,0,0,0,0
Town Park Lido Beach West,Eva Drive,new york,ny,Public,9,False,False,False,False,False,False,40,-73.634072,0,0,0,0,0,0
GateWay Place,Avenue,denver,co,Homeowners Community,2,False,False,False,False,False,False,40,-104.7376335,0,0,0,0,0,0
Strathmore Court,PatchogueMount Sinai Road,new york,ny,Homeowners Community,2,False,False,False,False,False,False,40,-73.0045474,0,0,0,0,0,0
Jasmine at Marietta Crossing,Highland Parc Place Southeast,atlanta,ga,Homeowners Community,1,False,False,False,False,True,False,33,-84.4831038,0,0,0,0,1,0
The Townes at Watermill,Windmill Ridge Drive,richmond-petersburg,va,Homeowners Community,2,False,False,False,False,False,False,37,-77.6776099,0,0,0,0,0,0
Antioch Recreational Community Pool,Redbank Road,richmond-petersburg,va,Public,2,False,False,False,False,False,False,37,-77.2248101,0,0,0,0,0,0
Summer Lake Apartments,Glenlake Parkway Northeast,atlanta,ga,Homeowners Community,2,False,False,False,False,True,False,33,-84.3638742,0,0,0,0,1,0
Bishop Park,Van Alstyne Street,detroit,mi,Public,2,False,False,False,False,True,False,42,-83.146441,0,0,0,0,1,0
Brook Park Recreation Center,Engle Road,cleveland,oh,Public,4,False,False,False,False,True,False,41,-81.8210649,0,0,0,0,1,0
Cinnamon Ridge,Ridge Run Way Southeast,atlanta,ga,Homeowners Community,2,False,True,False,False,True,False,33,-84.5028341,0,1,0,0,1,0
Ambrose Park,Tapley Avenue,boston,ma,Public,5,False,False,False,False,False,False,42,-71.0047352,0,0,0,0,0,0
Redwood Park,Lane Northwest,minneapolis-st. paul,mn,Public,1,False,False,False,False,False,False,45,-93.2976472,0,0,0,0,0,0
Summercrest Park,Southwest Avenue,portland,or,Public,2,False,False,False,False,False,False,45,-122.8448081,0,0,0,0,0,0
Versailles Village Apartments,Ballinger Road,cincinnati,oh,Homeowners Community,1,False,False,False,False,False,False,39,-84.4982314,0,0,0,0,0,0
Chariho High School,Switch Road,providence,ri,Public,4,False,False,False,False,False,False,41,-71.6958439,0,0,0,0,0,0
Cardinal Cove at Crystal Lake,Starboard Drive,greensboro-winston-salem,nc,Homeowners Community,2,False,False,False,False,False,False,36,-79.9232841,0,0,0,0,0,0
"Franzen ""Play for All"" Park",Catalpa Avenue,chicago,il,Public,2,False,False,False,False,False,False,41,-88.019886,0,0,0,0,0,0
Trabuco Highlands,Joshua Drive,los angeles,ca,Homeowners Community,1,False,False,False,False,True,False,33,-117.5761664,0,0,0,0,1,0
Park Hill,Athena Court,los angeles,ca,Homeowners Community,1,False,False,False,False,False,False,33,-117.3336089,0,0,0,0,0,0
Park Somerset of Lancaster,Street West,los angeles,ca,Homeowners Community,1,False,False,False,False,False,False,34,-118.1575406,0,0,0,0,0,0
Cuernavaca,North Place,phoenix,az,Homeowners Community,2,False,True,False,False,True,False,33,-111.9252455,0,1,0,0,1,0
Golis Park,Gloria Court,san francisco - oakland - san jose,ca,Public,2,False,False,False,False,True,False,38,-122.681644,0,0,0,0,1,0
Estates at Highland Bay,Street Southwest,seattle,wa,Homeowners Community,1,False,False,False,False,True,False,47,-122.3246419,0,0,0,0,1,0
High Country West,Meadow Flower Place,san diego,ca,Homeowners Community,3,False,False,False,False,True,False,33,-117.0854616,0,0,0,0,1,0
Royal Harbor Yacht Club,Paradise Point Drive,miami-fort lauderdale,fl,Homeowners Community,1,False,False,False,False,False,False,25,-80.2925062,0,0,0,0,0,0
Arbor Creek,Waterfront Circle,dallas - fort worth,tx,Homeowners Community,1,False,False,False,False,True,False,32,-96.6738188,0,0,0,0,1,0
Saga Bay Gardens,Southwest Street,miami-fort lauderdale,fl,Homeowners Community,1,False,False,False,False,False,False,25,-80.3233945,0,0,0,0,0,0
Bay Street Park,Avenue North,houston - galveston - brazoria,tx,Public,2,False,False,False,False,False,False,29,-94.8971021,0,0,0,0,0,0
The Hills at Mainstone Farm,Pickwick Way,boston,ma,Homeowners Community,2,False,False,False,False,False,False,42,-71.3363957,0,0,0,0,0,0
Quail Meadows Townhouses,Wildlife Drive,baltimore,md,Homeowners Community,2,False,False,False,False,False,False,39,-76.7496407,0,0,0,0,0,0
Waterford Elementary School,Loyalty Road,washington,dc,Public,1,False,False,False,False,False,False,39,-77.606245,0,0,0,0,0,0
Mizner's Preserve,Mizner Preserve Way,west palm beach - boca raton,fl,Homeowners Community,3,True,False,False,False,True,False,26,-80.1459825,1,0,0,0,1,0
Chapin Station Neighborhood Park,Crown Point Cross Road,orlando,fl,Public,2,False,False,False,False,True,False,28,-81.5679073,0,0,0,0,1,0
Bradley School,Commodore Hull Drive,new york,ny,Public,2,False,False,False,False,False,False,41,-73.062611,0,0,0,0,0,0
Fairfield Recreation Complex,Hollywood Avenue,new york,ny,Public,3,False,True,False,False,True,False,40,-74.304807,0,1,0,0,1,0
M. Lester Flowers Park,Morse Avenue,chicago,il,Public,2,False,False,False,False,False,False,42,-87.742325,0,0,0,0,0,0
Riverside Brookfield High School,Hollywood Avenue,chicago,il,Public,6,False,False,False,False,False,False,41,-87.833857,0,0,0,0,0,0
East Leyden High School,Avenue,chicago,il,Public,6,False,False,False,False,False,False,41,-87.866173,0,0,0,0,0,0
William Kelly Playground,East Street,new york,ny,Public,7,False,False,False,False,False,False,40,-73.957729,0,0,0,0,0,0
Nottingham Apartments,Sanders Ferry Road,nashville,tn,Homeowners Community,1,False,False,False,False,True,False,36,-86.6103101,0,0,0,0,1,0
Berkley Park,Berkley Avenue Extension,norfolk-virginia beach,va,Public,1,False,False,False,False,False,False,36,-76.2768316,0,0,0,0,0,0
Grover Cleveland High School,Amory Court,new york,ny,Public,5,False,True,False,False,False,False,40,-73.909868,0,1,0,0,0,0
DeKalb Memorial Park,Wilkinson Drive Southeast,atlanta,ga,Public,2,False,False,False,False,False,False,33,-84.3290484,0,0,0,0,0,0
First Village East Townhomes,East Kansas Drive,denver,co,Homeowners Community,1,False,False,False,False,True,False,39,-104.8423415,0,0,0,0,1,0
Park Place,S Park Place East,salt lake city,ut,Homeowners Community,2,False,False,False,False,False,False,40,-111.8446183,0,0,0,0,0,0
Sharon Middle School,Mountain Street,boston,ma,Public,4,False,False,False,False,False,False,42,-71.1651528,0,0,0,0,0,0
Liberty Gardens,Lord Baltimore Drive,baltimore,md,Homeowners Community,1,False,False,False,False,False,False,39,-76.7487073,0,0,0,0,0,0
Mebane Recreation Tennis Office,West Jackson Street,greensboro-winston-salem,nc,Public,3,False,False,False,False,True,False,36,-79.271282,0,0,0,0,1,0
Hamptons at Northcross (Doyers Recreation Area),Doyers Drive,charlotte,nc,Homeowners Community,2,False,False,False,False,True,False,35,-80.8618104,0,0,0,0,1,0
Muskegon Heights Senior High School,West Hovey Avenue,grand rapids,mi,Public,3,False,False,False,False,True,False,43,-86.2478685,0,0,0,0,1,0
Providence Square Racquet Club,Providence Square Drive,charlotte,nc,Homeowners Community,3,False,True,False,False,True,False,35,-80.7779646,0,1,0,0,1,0
Sunny Springs Park,North Buffalo Drive,las vegas,nv,Public,2,False,False,False,False,True,False,36,-115.260154,0,0,0,0,1,0
Lakeside Apartments,Woodscape Drive,charlotte,nc,Homeowners Community,1,False,False,False,False,True,False,35,-80.7482779,0,0,0,0,1,0
Boulder Creek,Iowa Avenue,los angeles,ca,Homeowners Community,1,False,False,False,False,False,False,33,-117.3395205,0,0,0,0,0,0
Southridge Middle School,Green Vista Drive,los angeles,ca,Public,2,False,False,False,False,False,False,34,-117.4915588,0,0,0,0,0,0
Westpine Middle School,Northwest Street,miami-fort lauderdale,fl,Public,5,False,True,False,False,False,False,26,-80.2728724,0,1,0,0,0,0
J Street Apartments,H Street,sacramento-yolo,ca,Homeowners Community,1,False,False,False,False,False,False,38,-121.7413473,0,0,0,0,0,0
T.H. McDonald Middle School,Rustown Drive,dallas - fort worth,tx,Public,2,False,False,False,False,False,False,32,-96.6404307,0,0,0,0,0,0
Dove Park,Hood Lane,dallas - fort worth,tx,Public,6,False,True,False,False,True,False,32,-97.0980799,0,1,0,0,1,0
Woods Landing,Northwest Street,miami-fort lauderdale,fl,Homeowners Community,2,False,False,False,False,False,False,25,-80.3142536,0,0,0,0,0,0
Western Hills Park,Coronado Court,dallas - fort worth,tx,Public,2,False,False,False,False,False,False,32,-97.4714863,0,0,0,0,0,0
Marquis At Waterview,The Marquis Waterview,dallas - fort worth,tx,Homeowners Community,1,False,False,False,False,True,False,32,-96.7340612,0,0,0,0,1,0
Stevenson Park,South Friendswood Drive,houston - galveston - brazoria,tx,Public,4,False,False,False,False,True,False,29,-95.1932287,0,0,0,0,1,0
North Shore Senior High School,Horseshoe Drive,houston - galveston - brazoria,tx,Public,6,False,False,False,False,True,False,29,-95.176481,0,0,0,0,1,0
Country Club View Park,Henrico Street,washington,dc,Public,2,False,False,False,False,False,False,38,-77.3128,0,0,0,0,0,0
The Fairways At Livingston,Merian Way,new york,ny,Homeowners Community,1,False,False,False,False,False,False,40,-74.3584406,0,0,0,0,0,0
Fuller Park,Fuller Avenue Northeast,grand rapids,mi,Public,1,False,True,False,False,False,False,42,-85.6377196,0,1,0,0,0,0
Apollo Beach Recreation Center,Golf Sea Boulevard,tampa-st. petersburg-clearwater,fl,Public,2,False,False,False,False,True,False,27,-82.4116874,0,0,0,0,1,0
Nautica Isles,Nautica Isles Boulevard,west palm beach - boca raton,fl,Homeowners Community,2,False,False,False,False,True,False,26,-80.1254368,0,0,0,0,1,0
Foxridge Park,Bottomridge Drive,jacksonville,fl,Public,2,False,False,False,False,False,False,30,-81.7787504,0,0,0,0,0,0
Kershaw Park,North Street,wilmington-newark,de,Public,2,False,False,False,False,False,False,39,-75.751649,0,0,0,0,0,0
Juan Solomon Park,Grandview Drive,indianapolis,in,Public,4,False,True,False,False,False,False,39,-86.187669,0,1,0,0,0,0
Oxford Area High School,Waterway Road,philadelphia,pa,Public,6,False,False,False,False,False,False,39,-75.960599,0,0,0,0,0,0
Denny Park,Scobbo Drive,pittsburgh,pa,Public,1,False,False,False,False,False,False,40,-79.97243,0,0,0,0,0,0
Scalzi Park,Pellom Place,new york,ny,Public,12,False,False,False,False,True,False,41,-73.550162,0,0,0,0,1,0
Timothy Dwight Elementary School,Redding Road,new york,ny,Public,4,False,False,False,False,False,False,41,-73.304203,0,0,0,0,0,0
Donnelly Park,Riverbend Drive,new york,ny,Public,2,False,False,False,False,False,False,40,-74.00868,0,0,0,0,0,0
Riverhead High School,Old Country Road,new york,ny,Public,6,False,False,False,False,False,False,40,-72.674893,0,0,0,0,0,0
Harwell Heights Park,Collier Drive Northwest,atlanta,ga,Public,3,False,False,False,False,True,False,33,-84.4894338,0,0,0,0,1,0
Highland Corners,Meadow Rue Drive,atlanta,ga,Homeowners Community,2,False,False,False,False,True,False,33,-84.2508674,0,0,0,0,1,0
Estates,Robinson Road,atlanta,ga,Homeowners Community,2,False,False,False,False,True,False,33,-84.5387542,0,0,0,0,1,0
Willowtree Apartments,Lake Lila Lane,detroit,mi,Homeowners Community,1,False,False,False,False,False,False,42,-83.7175691,0,0,0,0,0,0
The Marsol,Marsol Road,cleveland,oh,Homeowners Community,1,False,False,False,False,True,False,41,-81.4431739,0,0,0,0,1,0
Colt State Park,Melrose Road,providence,ri,Public,1,False,False,False,False,False,False,41,-71.2909591,0,0,0,0,0,0
Colonial Village at Chancellor Park,University Ridge Drive,charlotte,nc,Homeowners Community,1,False,False,False,False,True,False,35,-80.7361758,0,0,0,0,1,0
Lakewood Apartments,Lash Drive,charlotte,nc,Homeowners Community,1,False,False,False,False,False,False,35,-80.5225217,0,0,0,0,0,0
South Gate At Bar Harbour,Harbor Lane,new york,ny,Homeowners Community,2,False,False,False,False,False,False,40,-73.4559309,0,0,0,0,0,0
Shafor Park,Collingwood Avenue,dayton-springfield,oh,Public,6,False,True,False,False,False,False,39,-84.1691566,0,1,0,0,0,0
Santiago High School,New England Drive,los angeles,ca,Public,8,False,False,False,False,False,False,33,-117.5459111,0,0,0,0,0,0
Gilbert Ranch,East Ivanhoe Street,phoenix,az,Homeowners Community,2,False,False,False,False,False,False,33,-111.7516637,0,0,0,0,0,0
La Mirage,Reflection Drive,san diego,ca,Homeowners Community,3,False,False,False,False,True,False,32,-117.1082389,0,0,0,0,1,0
Mission Plaza,Caminito Cascara,san diego,ca,Homeowners Community,2,False,False,False,False,True,False,32,-117.1089685,0,0,0,0,1,0
Fairway Park,Largo Drive,miami-fort lauderdale,fl,Public,1,False,True,False,False,True,False,25,-80.241673,0,1,0,0,1,0
Crosswoods Park,Auburn Boulevard,sacramento-yolo,ca,Public,2,False,False,False,False,True,False,38,-121.3069475,0,0,0,0,1,0
Newman Smith High School,Canterbury Drive,dallas - fort worth,tx,Public,8,False,False,False,False,False,False,32,-96.8936741,0,0,0,0,0,0
La Paz at Boca Pointe,La Paz Court,west palm beach - boca raton,fl,Homeowners Community,2,False,False,False,False,True,False,26,-80.1621509,0,0,0,0,1,0
Waters Edge At Welleby,Northwest Street,miami-fort lauderdale,fl,Homeowners Community,1,False,False,False,False,True,False,26,-80.2897489,0,0,0,0,1,0
Memorial Bend Place,West Sam Houston Parkway North,houston - galveston - brazoria,tx,Homeowners Community,2,False,True,False,False,True,False,29,-95.5610991,0,1,0,0,1,0
Chickahominy Middle School,Atlee Station Road,richmond-petersburg,va,Public,3,False,False,False,False,True,False,37,-77.411577,0,0,0,0,1,0
Douglaston Villas and Townhomes,Douglas Avenue,orlando,fl,Homeowners Community,1,False,False,False,False,True,False,28,-81.3922173,0,0,0,0,1,0
Fairfield,Fairfield Boulevard,jacksonville,fl,Homeowners Community,4,False,False,False,False,True,False,30,-81.3826418,0,0,0,0,1,0
Parkview Pointe,Peachstone Lane,orlando,fl,Homeowners Community,1,False,False,False,False,False,False,28,-81.4466071,0,0,0,0,0,0
Valley Highlands Park,Pleasant Lane,minneapolis-st. paul,mn,Public,1,True,False,False,False,False,False,44,-93.284069,1,0,0,0,0,0
Butterfield Park,South Cedar Avenue,chicago,il,Public,3,False,False,False,False,True,False,41,-87.926357,0,0,0,0,1,0
Wagner Park,Fieldside Road,milwaukee,wi,Public,2,False,False,False,False,False,False,43,-88.212039,0,0,0,0,0,0
Halbert Park,Cortlandt Street,houston - galveston - brazoria,tx,Public,1,False,False,False,False,True,False,29,-95.395883,0,0,0,0,1,0
Westchester Commmunity College,Lewis Avenue,new york,ny,Public,8,False,False,False,False,False,False,41,-73.7853813,0,0,0,0,0,0
Tito Puente Education Complex,East Street,new york,ny,Public,3,False,False,False,False,False,False,40,-73.9419043,0,0,0,0,0,0
The Fielding,Sunny Field Lane,atlanta,ga,Homeowners Community,2,False,False,False,False,True,False,33,-83.9724219,0,0,0,0,1,0
Huron High School,Fuller Road,detroit,mi,Public,7,False,False,False,False,False,False,42,-83.7051022,0,0,0,0,0,0
Dartmouth Middle School,Hawthorn Street,boston,ma,Public,6,False,False,False,False,False,False,41,-70.9617448,0,0,0,0,0,0
Thomas M. Balliet School,Peach Street,boston,ma,Public,2,False,False,False,False,False,False,42,-72.5278759,0,0,0,0,0,0
Tanasbrook Homeowners Association,Northwest Rolling Hill Drive,portland,or,Homeowners Community,2,False,False,False,False,True,False,45,-122.861191,0,0,0,0,1,0
WoodCliff Estates,Nutmeg Lane,hartford,ct,Homeowners Community,2,False,False,False,False,False,False,41,-72.6105309,0,0,0,0,0,0
Weston Oaks,Nantucket Drive,raleigh-durham-chapel hill,nc,Homeowners Community,2,False,True,False,False,False,False,35,-78.7940204,0,1,0,0,0,0
Somerset Farm,Hidden Cellars Drive,raleigh-durham-chapel hill,nc,Homeowners Community,1,False,False,False,False,False,False,35,-78.8254881,0,0,0,0,0,0
Autumn Run,Trafalgar Square,louisville,ky,Homeowners Community,1,False,False,False,False,True,False,38,-85.6706464,0,0,0,0,1,0
Jarman Middle School,West Lockheed Drive,oklahoma city,ok,Public,2,False,False,False,False,True,False,35,-97.4009764,0,0,0,0,1,0
Farrall Park,West Hayes Street,oklahoma city,ok,Public,2,False,False,False,False,False,False,35,-96.9276309,0,0,0,0,0,0
Legacy High School,North Goldfield Street,las vegas,nv,Public,8,False,False,False,False,False,False,36,-115.1403236,0,0,0,0,0,0
Sequoah Park,Leonhardt Drive,oklahoma city,ok,Public,2,False,False,False,False,True,False,35,-97.4543631,0,0,0,0,1,0
Fogerty Park,Laughlin Avenue,st. louis,mo,Public,2,False,False,False,False,False,False,38,-90.3462732,0,0,0,0,0,0
Hauppauge Middle School,Lincoln Boulevard,new york,ny,Public,4,False,True,False,False,False,False,40,-73.199307,0,1,0,0,0,0
Cahokia High School,Jerome Lane,st. louis,mo,Public,5,False,True,False,False,True,False,38,-90.1638401,0,1,0,0,1,0
Temecula Valley High School,Rancho Vista Road,los angeles,ca,Public,8,False,False,False,False,True,False,33,-117.115159,0,0,0,0,1,0
Tierra Hermosa Villas,East Amado Road,los angeles,ca,Homeowners Community,2,False,False,False,False,False,False,33,-116.533742,0,0,0,0,0,0
Springdale West Apartments,Springdale Drive,los angeles,ca,Homeowners Community,1,False,False,False,False,False,False,33,-118.219521,0,0,0,0,0,0
Country Club Apartments,Hansen Avenue,san francisco - oakland - san jose,ca,Homeowners Community,1,False,False,False,False,False,False,37,-122.0123738,0,0,0,0,0,0
Lindo Lake County Park,Vine Street,san diego,ca,Public,2,False,False,False,False,True,False,32,-116.9203126,0,0,0,0,1,0
North Rim,Northrim Court,san diego,ca,Homeowners Community,3,False,True,False,False,True,False,32,-117.1745431,0,1,0,0,1,0
Vines High School,Highedge Drive,dallas - fort worth,tx,Public,4,True,False,False,False,True,False,33,-96.7440176,1,0,0,0,1,0
