,first_name,last_name,flag_code,residence,birthplace,birthdate,birth_year,turned_pro,weight_kg,height_cm,handedness,backhand
5972,Rick,Meyer,USA,0,"New York, NY",19550904,1955.0,0.0,73.0,183.0,0,0
5973,Mauro,Menezes,BRA,0,"Sao Paulo, Brazil",19630727,1963.0,0.0,80.0,193.0,0,0
5974,Christoph,Meyer,SUI,0,0,0,0.0,0.0,0.0,0.0,0,0
5975,Claudio,Mezzadri,SUI,"Vezia, Switzerland","Locarno, Switzerland",19650610,1965.0,1983.0,76.0,183.0,0,0
5976,Glenn,Michibata,CAN,"West Windsor, NJ, USA","Toronto, Ontario, Canada",19620613,1962.0,1983.0,73.0,175.0,0,0
5977,Craig A,Miller ,AUS,0,"Young, Australia",19621018,1962.0,0.0,82.0,188.0,0,0
5978,Gerald,Mild,AUT,0,0,19620408,1962.0,0.0,0.0,0.0,0,0
5979,Guillermo,Minutella,ARG,0,0,0,0.0,0.0,0.0,0.0,0,0
5980,Gerardo,Mirad,ARG,0,"Rosario, Argentina",19670825,1967.0,0.0,68.0,180.0,0,0
5981,Christian,Miniussi,ARG,"Buenos Aires, Argentina","Buenos Aires, Argentina",19670705,1967.0,1984.0,75.0,185.0,0,0
5982,Matt,Mitchell,USA,0,"Berkeley, CA",19570316,1957.0,0.0,73.0,180.0,0,0
5983,Tony,Mmoh,NGR,0,"Enugu, Nigeria",19580614,1958.0,0.0,82.0,178.0,0,0
5984,Bernard,Mitton,RSA,"Newport Beach, CA, USA","Vryburg, South Africa",19541109,1954.0,0.0,84.0,188.0,0,0
5985,Kevin,Moir,RSA,0,"Johannesburg, South Africa",19611014,1961.0,0.0,79.0,188.0,0,0
5986,Barry,Moir,RSA,0,"Johannesburg, South Africa",19630601,1963.0,0.0,73.0,180.0,0,0
5987,Terry,Moor,USA,0,"Hartford, CT",19520423,1952.0,0.0,73.0,178.0,0,0
5988,Daniel,Montes De Oca,URU,0,"Colonia, Uruguay",19620426,1962.0,0.0,68.0,170.0,0,0
5989,Peter,Moraing,GER,0,"Essen, Germany",19610913,1961.0,0.0,84.0,193.0,0,0
5990,Marco,Morales,CHI,0,0,0,0.0,0.0,0.0,0.0,0,0
5991,Jose A.,Moreno,ESP,0,0,0,0.0,0.0,0.0,0.0,0,0
5992,Heiner,Moraing,GER,0,"Essen, Germany",19640803,1964.0,0.0,88.0,191.0,0,0
5993,Michael,Mortensen,DEN,0,"Glostrup, Denmark",19610312,1961.0,0.0,85.0,188.0,0,0
5994,Fabio,Moscino,ITA,0,0,0,0.0,0.0,0.0,0.0,0,0
5995,Alexander,Mronz,GER,"Cologne, Germany","Cologne, Germany",19650407,1965.0,1987.0,78.0,188.0,0,0
5996,Cassio,Motta,BRA,"Sao Paulo, Brazil","Sao Paulo, Brazil",19600222,1960.0,1979.0,79.0,180.0,0,0
5997,Jorg,Muller,GER,0,"Mayern, Germany",19660201,1966.0,0.0,0.0,0.0,0,0
5998,Gary,Muller,RSA,"Los Angeles, CA","Durban, South Africa",19641227,1964.0,1985.0,82.0,191.0,0,0
5999,David,Mustard,NZL,0,"Wellington, New Zealand",19591229,1959.0,0.0,83.0,180.0,0,0
6000,Thomas,Muster,AUT,"Leibnitz, Austria","Leibnitz, Austria",19671002,1967.0,1985.0,77.0,180.0,Left-Handed,One-Handed Backhand
6001,Marvin,Moeller,GER,"Hamburg, Germany","Hamburg, Germany",19990118,1999.0,0.0,69.0,178.0,Right-Handed,Two-Handed Backhand
6002,Vittorio,Magnelli,ITA,0,0,0,0.0,0.0,0.0,0.0,0,0
6003,Daniel,Marco,ESP,"Marbella, Spain","Tangier, Morocco",19660131,1966.0,1986.0,80.0,178.0,0,0
6004,Gianni,Marchetti,ITA,0,0,19560708,1956.0,0.0,0.0,0.0,0,0
6005,Unknown,McDonald,0,0,0,0,0.0,0.0,0.0,0.0,0,0
6006,Frew,McMillan,RSA,Bristol. England,"Springs, South Africa",19420520,1942.0,0.0,76.0,183.0,0,0
6007,Brian,Millar,CAN,0,0,0,0.0,0.0,0.0,0.0,0,0
6008,Raymond,Moore,RSA,0,"Johannesburg, South Africa",19460824,1946.0,0.0,75.0,183.0,0,0
6009,Bill,Maze,USA,0,0,19560209,1956.0,0.0,0.0,0.0,0,0
6010,Gilles,Moretton,FRA,0,"Lyon, France",19580210,1958.0,0.0,82.0,191.0,0,0
6011,Miguel,Mir,ESP,0,0,19560418,1956.0,0.0,0.0,0.0,0,0
6012,Mike,Myburg,RSA,0,0,19530623,1953.0,0.0,0.0,0.0,0,0
6013,Agustin,Moreno,MEX,"Tampa, FL, USA","Guadalajara, Mexico",19670331,1967.0,1986.0,73.0,180.0,0,0
6014,Francisco,Mastelli,ARG,0,0,0,0.0,0.0,0.0,0.0,0,0
6015,Warren,Maher,AUS,"Melbourne, Australia",0,19570115,1957.0,0.0,0.0,0.0,0,0
6016,Mike,Machette,USA,0,"Belvedre, CA, USA",19510127,1951.0,0.0,0.0,0.0,0,0
6017,Gene Stuart,Malin,USA,0,0,19481001,1948.0,0.0,0.0,0.0,0,0
6018,Jose Edison,Mandarino,BRA,0,"Jaguarao, Brazil",19410326,1941.0,0.0,66.0,173.0,0,0
6019,John,Marks,AUS,0,"Sydney, NSW, Australia",19521209,1952.0,0.0,0.0,0.0,0,0
6020,Ulrich,Marten,GER,0,"Werneck, Germany",19560101,1956.0,0.0,0.0,0.0,0,0
6021,Billy,Martin,USA,"Los Angeles, CA, USA","Evanston, IL, USA",19561225,1956.0,1975.0,86.0,178.0,0,0
6022,Geoff,Masters,AUS,0,"Brisbane, QNSLD,  Australia",19500919,1950.0,0.0,0.0,0.0,0,0
6023,Robert,Maud,RSA,0,"Johannesburg, South Africa",19460812,1946.0,0.0,78.0,180.0,0,0
6024,Chris,Mayotte,USA,0,"Springfield, MA",19570916,1957.0,0.0,0.0,0.0,0,0
6025,Matthew,McDonald,USA,0,0,19580811,1958.0,0.0,0.0,0.0,0,0
6026,Ben,McKown,USA,0,"Lakeland, FL, USA",19570111,1957.0,0.0,0.0,0.0,0,0
6027,Jim,McManus,USA,"Ponte Vedra Beach, FL, U.S.A.","Oakland, CA, U.S.A.",19400916,1940.0,1968.0,71.0,175.0,0,0
6028,Kenneth,McMillan,USA,0,0,19481125,1948.0,0.0,0.0,0.0,0,0
6029,Fred,McNair IV,USA,"Mclean, VA, U.S.A.","Washington, D.C., U.S.A.",19500722,1950.0,1973.0,77.0,183.0,0,0
6030,Famiano,Meneschincheri,ITA,0,0,19571113,1957.0,0.0,0.0,0.0,0,0
6031,Franco,Merlone,ITA,0,0,19571216,1957.0,0.0,0.0,0.0,0,0
6032,Mark,Meyers,USA,0,0,19531205,1953.0,0.0,0.0,0.0,0,0
6033,Bernard,Mignot,BEL,0,"Verviers, Belgium",19481203,1948.0,0.0,0.0,0.0,0,0
6034,Rick,Meyers,USA,"Abilene, TX, USA","Abilene, TX, USA",19580514,1958.0,0.0,84.0,173.0,0,0
6035,Ivan,Molina,COL,0,"Bogota, Colombia",19460616,1946.0,0.0,0.0,0.0,0,0
6036,Emilio,Montano,MEX,0,0,19531218,1953.0,0.0,0.0,0.0,0,0
6037,Buster C.,Mottram,GBR,0,"Wimbledon, England",19550425,1955.0,0.0,0.0,0.0,0,0
6038,Martin,Mulligan,ITA,0,Marrickville,19401018,1940.0,0.0,0.0,0.0,0,0
6039,Antonio,Munoz,ESP,0,"Barcelona, Spain",19510301,1951.0,0.0,0.0,0.0,0,0
6040,Juan Ignacio,Muntanola,ESP,0,0,0,0.0,0.0,0.0,0.0,0,0
6041,Pender,Murphy,USA,0,"Charlotte, NC, USA",19590319,1959.0,0.0,0.0,0.0,0,0
6042,Francois,Matheu,FRA,0,0,0,0.0,0.0,0.0,0.0,0,0
6043,Octavio,Martinez,MEX,0,0,0,0.0,0.0,0.0,0.0,0,0
6044,Tom,Mercer,USA,0,"Pittsburgh, PA",19641110,1964.0,0.0,79.0,185.0,0,0
6045,Joe,Meyers,USA,0,"Fremont, CA, USA",0,0.0,0.0,0.0,0.0,0,0
6046,Brian,Marcus,USA,0,"Lansing, MI, USA",19470830,1947.0,0.0,0.0,0.0,0,0
6047,Armand,Molino,USA,0,0,0,0.0,0.0,0.0,0.0,0,0
6048,Robert,Machan,HUN,0,0,0,0.0,0.0,0.0,0.0,0,0
6049,Joao,Maio,POR,0,0,19911102,1991.0,0.0,0.0,0.0,Right-Handed,Two-Handed Backhand
6050,Stephen,Myers,AUS,0,0,0,0.0,0.0,0.0,0.0,0,0
6051,Peter,McCumstie,AUS,0,0,0,0.0,0.0,0.0,0.0,0,0
6052,Nuno,Marques,POR,"Porto, Portugal","Porto, Portugal",19700409,1970.0,0.0,81.0,191.0,0,0
6053,Peter,MacDonald,AUS,0,0,0,0.0,0.0,0.0,0.0,0,0
6054,Gewan,Maharaj,USA,0,0,0,0.0,0.0,0.0,0.0,0,0
6055,Steve,Messmer,USA,0,0,0,0.0,0.0,0.0,0.0,0,0
6056,Alvaro,Margets,ESP,0,"Barcelona, Spain",19590726,1959.0,0.0,0.0,0.0,0,0
6057,Roberto,Meneschincheri,ITA,0,0,0,0.0,0.0,0.0,0.0,0,0
6058,Dick,Metz,USA,0,0,0,0.0,0.0,0.0,0.0,0,0
6059,Nick,Mohtadi,CAN,0,0,0,0.0,0.0,0.0,0.0,0,0
6060,Adam,Malik,MAS,0,"Muar, Johor, Malaysia",19670510,1967.0,0.0,88.0,193.0,0,0
6061,Pancho,Musalem,CHI,0,0,0,0.0,0.0,0.0,0.0,0,0
6062,Pietro,Marzano,ITA,0,0,0,0.0,0.0,0.0,0.0,0,0
6063,Emmanuel,Marmillod,SUI,0,"Geneva, Switzerland",19710913,1971.0,0.0,76.0,180.0,0,0
6064,Kiyoshi,Miyanami,JPN,0,0,0,0.0,0.0,0.0,0.0,0,0
6065,John,Mangan,USA,0,0,0,0.0,0.0,0.0,0.0,0,0
6066,Gavorielle,Marcu,ROU,0,0,0,0.0,0.0,0.0,0.0,0,0
6067,Alberto,Martorell,ESP,0,0,0,0.0,0.0,0.0,0.0,0,0
6068,Joseph,Mateo,FRA,0,0,0,0.0,0.0,0.0,0.0,0,0
6069,Haruhiko,Matsunaga,JPN,0,0,0,0.0,0.0,0.0,0.0,0,0
6070,Drew,Meyers,USA,0,0,0,0.0,0.0,0.0,0.0,0,0
6071,Steve,Mott,USA,0,0,0,0.0,0.0,0.0,0.0,0,0
6072,Chiradip,Mukherjea,IND,0,"Calcutta, India",19530814,1953.0,0.0,0.0,0.0,0,0
6073,Yukihiko,Murata,JPN,0,0,0,0.0,0.0,0.0,0.0,0,0
6074,Eddie,Myers,AUS,0,0,0,0.0,0.0,0.0,0.0,0,0
6075,Rocky,Maguire,USA,0,"Carmel, CA",19551027,1955.0,0.0,0.0,0.0,0,0
6076,Jean Claude,Molinari,FRA,0,0,0,0.0,0.0,0.0,0.0,0,0
6077,Alexander,Marcial,PHI,0,0,0,0.0,0.0,0.0,0.0,0,0
6078,Ernie,McCabe,AUS,0,0,0,0.0,0.0,0.0,0.0,0,0
6079,Andy,McCurry,USA,0,0,0,0.0,0.0,0.0,0.0,0,0
6080,M.,Marchment,AUS,0,0,0,0.0,0.0,0.0,0.0,0,0
6081,Jack,May,AUS,0,0,0,0.0,0.0,0.0,0.0,0,0
6082,Stanley,Matthews,GBR,0,0,19451120,1945.0,0.0,0.0,0.0,0,0
6083,John,McDonald,NZL,0,Levin,19310204,1931.0,0.0,0.0,0.0,0,0
6084,Alan,Mills,GBR,0,0,19351106,1935.0,0.0,0.0,0.0,0,0
6085,Alex,Metreveli,RUS,0,"Tbilisi, Georgia",19441102,1944.0,0.0,0.0,0.0,0,0
6086,Jaidip,Mukerjea,IND,0,0,0,0.0,0.0,0.0,0.0,0,0
6087,Gardnar,Mulloy,USA,"Washington, D.C., U.S.A.","Miami, FL, USA",19131122,1913.0,0.0,0.0,185.0,0,0
6088,Tom,Mozur,USA,0,0,0,0.0,0.0,0.0,0.0,0,0
6089,Saeed,Meer,PAK,0,0,0,0.0,0.0,0.0,0.0,0,0
6090,Giuseppe,Merlo,ITA,0,Merano,19271011,1927.0,0.0,0.0,0.0,0,0
6091,Jim,Moore,AUS,0,0,0,0.0,0.0,0.0,0.0,0,0
6092,Peter,Marmureanu,ROU,0,0,0,0.0,0.0,0.0,0.0,0,0
6093,Bernard,Montrenaud,FRA,0,0,0,0.0,0.0,0.0,0.0,0,0
6094,Jean-Paul,Meyer,FRA,0,0,19500101,1950.0,0.0,0.0,0.0,0,0
6095,Allan,McDonald,AUS,0,"Sydney, Australia",19510301,1951.0,0.0,0.0,0.0,0,0
6096,Tom,Mott,USA,0,0,0,0.0,0.0,0.0,0.0,0,0
6097,John,Molin,USA,0,0,19561020,1956.0,0.0,0.0,0.0,0,0
6098,Dean,Martin,USA,0,0,19511117,1951.0,0.0,0.0,0.0,0,0
6099,Charles,McKinley,USA,0,"St. Louis, MO",19410105,1941.0,0.0,70.0,173.0,0,0
6100,Cliff,Montgomery,USA,0,0,0,0.0,0.0,0.0,0.0,0,0
6101,Robert,McKinley,USA,0,"St. Louis, MO, U.S.A.",19500805,1950.0,0.0,0.0,0.0,0,0
6102,Barry,MacKay,USA,0,"Cincinnati, OH, USA",19350831,1935.0,0.0,85.0,191.0,0,0
6103,Roberto,Marcher,BRA,0,0,0,0.0,0.0,0.0,0.0,0,0
6104,William,McGehee,USA,0,0,0,0.0,0.0,0.0,0.0,0,0
6105,Akira,Motomura,JPN,0,0,0,0.0,0.0,0.0,0.0,0,0
6106,Akifumi,Machidori,JPN,0,0,0,0.0,0.0,0.0,0.0,0,0
6107,Flavio,Mazzocchi,ITA,0,0,0,0.0,0.0,0.0,0.0,0,0
6108,Roger,McKee,USA,0,0,0,0.0,0.0,0.0,0.0,0,0
6109,Ryoichi,Mori,JPN,0,"Nichinomiya City, Japan",19400114,1940.0,0.0,0.0,0.0,0,0
6110,Mitsuru,Motoi,JPN,0,0,0,0.0,0.0,0.0,0.0,0,0
6111,Stephen,Meyers,AUS,0,0,0,0.0,0.0,0.0,0.0,0,0
6112,Jordi,Mas,ESP,0,0,19711031,1971.0,0.0,0.0,0.0,0,0
6113,Colin,McHugo,GBR,0,0,19451204,1945.0,0.0,0.0,0.0,0,0
6114,Giordano,Maioli,ITA,0,0,0,0.0,0.0,0.0,0.0,0,0
6115,Craig D,Miller,USA,0,0,19630310,1963.0,0.0,82.0,183.0,0,0
6116,Santiago,Mora,ESP,0,"Barcelona, Spain",19680226,1968.0,0.0,65.0,168.0,0,0
6117,Sever,Muresan,ROU,0,0,19481023,1948.0,0.0,0.0,0.0,0,0
6118,Peter,Mockler,IRL,0,0,0,0.0,0.0,0.0,0.0,0,0
6119,Dexter,MacBride,USA,0,"Reston, VA, USA",19641021,1964.0,0.0,82.0,193.0,0,0
6120,Shuzo,Matsuoka,JPN,"Tokyo, Japan","Tokyo, Japan",19671106,1967.0,1986.0,80.0,185.0,0,0
6121,Stefano,Mezzadri,SUI,0,0,0,0.0,0.0,0.0,0.0,0,0
6122,Kazuya,Morita,JPN,0,0,0,0.0,0.0,0.0,0.0,0,0
6123,Takeshi,Murakami,JPN,0,0,0,0.0,0.0,0.0,0.0,0,0
6124,Oren,Motevassel,USA,0,"Tel Aviv, Israel",19670826,1967.0,0.0,68.0,170.0,0,0
6125,Peter,McPherson,AUS,0,0,0,0.0,0.0,0.0,0.0,0,0
6126,Scott,Melville,USA,"Ponte Vedra Beach, FL","Fort Ord, CA",19660804,1966.0,1988.0,77.0,188.0,0,0
6127,Johnny,Muller,RSA,0,0,0,0.0,0.0,0.0,0.0,0,0
6128,Ibrahim,Mahmoud,EGY,0,0,0,0.0,0.0,0.0,0.0,0,0
6129,Alex,Moscoso,CRC,0,0,0,0.0,0.0,0.0,0.0,0,0
6130,C.,Mora,CRC,0,0,0,0.0,0.0,0.0,0.0,0,0
6131,C.,Munoz,CRC,0,0,0,0.0,0.0,0.0,0.0,0,0
6132,Laszlo,Markovits,HUN,0,0,19700404,1970.0,1995.0,76.0,180.0,0,0
6133,Alberto,Mancini,ARG,"Buenos Aires, Argentina","Misiones, Argentina",19690520,1969.0,1987.0,79.0,180.0,0,0
6134,Emilio,Marturano,ITA,0,0,0,0.0,0.0,0.0,0.0,0,0
6135,Boaz,Merenstein,ISR,0,"Tel Aviv, Israel",19700403,1970.0,0.0,70.0,180.0,0,0
6136,Silvio,Moine,ITA,0,0,0,0.0,0.0,0.0,0.0,0,0
6137,T.J.,Middleton,USA,"Atlanta, GA","Auburn, NY",19680502,1968.0,1990.0,79.0,183.0,0,0
6138,Young,Min Kwon,KOR,0,0,19641124,1964.0,0.0,0.0,0.0,0,0
6139,Charles,Merzbacher,USA,0,"Houston, TX",19650131,1965.0,0.0,77.0,185.0,0,0
6140,Francisco,Montana,USA,"Miami, FL","Miami, FL",19691105,1969.0,1990.0,74.0,183.0,0,0
6141,Federico,Mordegan,ITA,0,"Vicenza, Italy",19700201,1970.0,0.0,72.0,170.0,0,0
6142,John,Marinov,AUS,0,0,0,0.0,0.0,0.0,0.0,0,0
6143,Bernardo,Mota,POR,"Lisbon, Portugal","Lisbon, Portugal",19710614,1971.0,1991.0,77.0,178.0,0,0
6144,Andrew,McLean,AUS,0,0,0,0.0,0.0,0.0,0.0,0,0
6145,Jamie,Morgan,AUS,"Sydney, NSW, Australia","Sydney, NSW, Australia",19710608,1971.0,1990.0,80.0,185.0,0,0
6146,Clinton,Marsh,RSA,"Miami, FL","Durban, South Africa",19720119,1972.0,1990.0,77.0,188.0,0,0
6147,Gabriel,Markus,ARG,"Buenos Aires, Argentina","Buenos Aires, Argentina",19700331,1970.0,1989.0,76.0,180.0,0,0
6148,Francesco,Michelotti,ITA,0,0,0,0.0,0.0,0.0,0.0,0,0
6149,Harald,Mair,AUT,0,0,0,0.0,0.0,0.0,0.0,0,0
6150,Andrei,Merinov,RUS,0,"Moscow, Russia",19710623,1971.0,0.0,70.0,183.0,0,0
6151,Gerald,Mandl,AUT,0,0,19701112,1970.0,1992.0,78.0,191.0,0,0
6152,Todd,Martin,USA,"Ponte Vedra Beach, FL, USA","Hinsdale, Illinois, USA",19700708,1970.0,1990.0,91.0,198.0,Right-Handed,Two-Handed Backhand
6153,Fernando,Meligeni,BRA,"Sao Paulo, Brazil","Buenos Aires, Argentina",19710412,1971.0,1990.0,64.0,180.0,0,0
6154,Marco,Meneschincheri,ITA,"Rome, Italy","Rome, Italy",19720425,1972.0,1990.0,81.0,180.0,0,0
6155,Brian,MacPhie,USA,"Laguna Niguel, California, USA","San Jose, California, USA",19720511,1972.0,1993.0,82.0,180.0,0,0
6156,Eduardo,Mandarino,ESP,0,"Madrid, Spain",0,0.0,0.0,0.0,0.0,0,0
6157,Bertrand,Madsen,HAI,0,0,19720518,1972.0,0.0,0.0,0.0,0,0
6158,Kentaro,Masuda,JPN,0,0,19710826,1971.0,0.0,0.0,0.0,0,0
6159,Javier,Molina,ESP,0,"Zaragoza, Spain",19700314,1970.0,0.0,75.0,178.0,0,0
6160,Srdan,Muskatirovic,SRB,0,0,0,0.0,0.0,0.0,0.0,0,0
6161,Hector,Moretti,ARG,"Buenos Aires, Argentina","Buenos Aires, Argentina",19730127,1973.0,1991.0,67.0,170.0,0,0
6162,Mark,Merklein,BAH,"Gainesville, FL, USA","Freeport, Grand Bahamas",19720628,1972.0,1994.0,82.0,188.0,0,0
6163,Andrei,Medvedev,UKR,"Monte Carlo, Monaco","Kiev, Ukraine",19740831,1974.0,1991.0,91.0,193.0,0,0
6164,Guillaume,Marx,FRA,0,0,19720524,1972.0,0.0,0.0,0.0,0,0
6165,Joaquin,Munoz-Hernandez,ESP,0,0,19750104,1975.0,1994.0,73.0,178.0,0,0
6166,Miles,MacLagan,GBR,"Chalfont St. Peter, England",Zambia,19740923,1974.0,1993.0,79.0,180.0,0,0
6167,Miguel,Merz,ESA,0,0,0,0.0,0.0,0.0,0.0,0,0
6168,Luis Adrian,Morejon,ECU,"Aventura, FL, USA","Guayaquil, Ecuador",19730328,1973.0,1991.0,68.0,178.0,0,0
6169,Stephane,Matheu,FRA,0,0,19730427,1973.0,0.0,0.0,0.0,0,0
6170,Daniele,Musa,ITA,"Rome, Italy","Rome, Italy",19720910,1972.0,1992.0,71.0,183.0,0,0
6171,Patrick,Mohr,SUI,0,0,19710406,1971.0,1991.0,72.0,178.0,0,0
6172,Filippo,Messori,ITA,0,0,19731112,1973.0,1994.0,68.0,173.0,0,0
6173,Oscar,Martinez,ESP,0,"Valencia, Spain",19740309,1974.0,1992.0,80.0,185.0,0,0
6174,A.,MacDonald,AUS,0,0,0,0.0,0.0,0.0,0.0,0,0
6175,Alejo,Mancisidor,ESP,"Frun, Guipuzcoa, Spain","San Sebastien, Spain",19700731,1970.0,1991.0,75.0,183.0,0,0
6176,Gouichi,Motomura,JPN,0,"Chiba, Japan",19731225,1973.0,1992.0,64.0,173.0,0,0
6177,Felix,Mantilla,ESP,"Monte Carlo, Monaco","Barcelona, Spain",19740923,1974.0,1993.0,78.0,180.0,Right-Handed,One-Handed Backhand
6178,Diego,Moyano,ARG,"Orlando, Florida, United State","Buenos Aires, Argentina",19750314,1975.0,1997.0,90.0,180.0,Right-Handed,One-Handed Backhand
6179,Marzio,Martelli,ITA,"Livorno, Italy","Livorno, Italy",19711214,1971.0,1996.0,79.0,180.0,0,0
6180,Philippe,Moggio,COL,0,0,19730323,1973.0,0.0,0.0,0.0,0,0
6181,Fabio,Maggi,ITA,0,"Madrid, Spain",19750130,1975.0,1995.0,75.0,175.0,0,0
6182,Lorenzo,Manta,SUI,"Winterthur, Switzerland","Winterthur, Switzerland",19740916,1974.0,1992.0,82.0,191.0,0,0
6183,Ross,Matheson,GBR,0,"Glascow, Scotland",19700527,1970.0,0.0,87.0,196.0,0,0
6184,David,Miketa,CZE,"Prague, Czech Republic","Prague, Czech Republic",19750604,1975.0,1993.0,77.0,183.0,0,0
6185,Kotaro,Miyachi,JPN,0,0,19740218,1974.0,0.0,0.0,0.0,0,0
6186,Wade,McGuire,USA,0,"Richmond, VA",19690819,1969.0,1993.0,77.0,188.0,0,0
6187,Lior,Mor,ISR,Israeli,0,19760229,1976.0,0.0,72.0,175.0,0,0
6188,Juan Antonio,Marin,CRC,"San Jose, Costa Rica","San Jose, Costa Rica",19750302,1975.0,1996.0,73.0,175.0,Right-Handed,Two-Handed Backhand
6189,Ignacio,Martinez,MEX,0,"Mexico City, Mexico",19720523,1972.0,1993.0,79.0,185.0,0,0
6190,Adolf,Musil,CZE,0,0,19740210,1974.0,0.0,0.0,0.0,0,0
6191,Eduardo,Medica,ARG,"Buenos Aires, Argentina","Buenos Aires, Argentina",19760210,1976.0,1995.0,79.0,180.0,0,0
6192,Alberto,Martin,ESP,"Barcelona, Spain","Barcelona, Spain",19780820,1978.0,1995.0,73.0,175.0,Right-Handed,One-Handed Backhand
6193,Olivier,Malcor,FRA,"Paris, France","Falaise, France",19750128,1975.0,1994.0,68.0,180.0,0,0
6194,Ion,Moldovan,ROU,Bucharest,Constanta,19780117,1978.0,1996.0,88.0,188.0,Right-Handed,One-Handed Backhand
6195,Max,Mirnyi,BLR,"Sarasota, FL, USA","Minsk, Belarus",19770706,1977.0,1996.0,93.0,196.0,Right-Handed,One-Handed Backhand
6196,Luke,Milligan,GBR,0,"Barret, London, England",19760806,1976.0,1995.0,75.0,180.0,0,0
6197,Carlos,Moya,ESP,"Geneva, Switzerland","Palma de Mallorca, Spain",19760827,1976.0,1995.0,86.0,191.0,Right-Handed,Two-Handed Backhand
6198,Pantelis,Moschoutis,GRE,0,0,19741206,1974.0,0.0,0.0,0.0,0,0
6199,Daniel,Melo,BRA,"Belo Horizonte, Brazil","Belo Horizonte, Brazil",19770704,1977.0,1997.0,77.0,185.0,0,0
6200,Cecil,Mamiit,PHI,"Los Angeles, California, USA","Los Angeles, California, USA",19760627,1976.0,1996.0,70.0,173.0,0,0
6201,Olivier,Mutis,FRA,Luxembourg,"Mont. St. Martin, France",19780202,1978.0,1996.0,72.0,175.0,Right-Handed,Two-Handed Backhand
6202,Toby,Mitchell,AUS,"Queensland, Australia","Leongatha, Victoria",19760820,1976.0,0.0,0.0,0.0,0,0
6203,Nicolas,Massu,CHI,"Vina del Mar, Chile","Vina del Mar, Chile",19791010,1979.0,1997.0,80.0,183.0,Right-Handed,Two-Handed Backhand
6204,Nuno,Matias,POR,0,0,19771208,1977.0,0.0,0.0,0.0,0,0
6205,Harsh,Mankad,IND,"Minneapolis, MN, USA","Mumbia, India",19791110,1979.0,2002.0,70.0,173.0,0,0
6206,Markus,Menzler,GER,0,0,19770725,1977.0,0.0,0.0,0.0,0,0
6207,Xavier,Malisse,BEL,"Sarasota, Florida, USA","Kortrijk, Belgium",19800719,1980.0,1998.0,83.0,185.0,Right-Handed,Two-Handed Backhand
6208,Thomas,Messmer,GER,0,0,19791125,1979.0,0.0,0.0,0.0,0,0
6209,Zbynek,Mlynarik,AUT,"Vienna, Austria","Decin, Czech Republic",19770424,1977.0,1998.0,69.0,175.0,0,0
6210,Edgardo,Massa,ARG,"Formosa, Argentina","Formosa, Argentina",19810322,1981.0,1998.0,85.0,180.0,0,0
6211,Ricardo,Mello,BRA,"Campinas, Brazil","Campinas, Brazil",19801221,1980.0,1999.0,73.0,175.0,Left-Handed,Two-Handed Backhand
6212,Karim,Maamoun,EGY,0,0,19791118,1979.0,0.0,0.0,0.0,0,0
6213,Frank,Moser,GER,"Baden-Baden, Germany","Baden-Baden, Germany",19760923,1976.0,2001.0,92.0,196.0,0,0
6214,Wesley,Moodie,RSA,"Durban, South Africa","Durban, South Africa",19790214,1979.0,2000.0,91.0,196.0,Right-Handed,One-Handed Backhand
6215,Abdul Hamid,Makhkamov,UZB,0,0,19760419,1976.0,0.0,0.0,0.0,0,0
6216,Oliver,Marach,AUT,"Panama City, Panama","Graz, Austria",19800716,1980.0,1998.0,78.0,185.0,Right-Handed,One-Handed Backhand
6217,Jurgen,Melzer,AUT,"Deutsch-Wagram, Austria","Vienna, Austria",19810522,1981.0,1999.0,81.0,183.0,Left-Handed,Two-Handed Backhand
6218,Gaurav,Misra,IND,0,0,0,0.0,0.0,0.0,0.0,0,0
6219,Michal,Mertinak,SVK,"Bratislava, Slovak Republic","Povazska Bystrica, Slovak",19791011,1979.0,1999.0,92.0,185.0,Right-Handed,Two-Handed Backhand
6220,David,Martin,USA,"Huntington Beach, CA, U.S.A.","Tulsa, OK, U.S.A.",19810222,1981.0,2003.0,86.0,185.0,0,0
6221,Ivan,Miranda,PER,"Lima, Peru","Lima, Peru",19800308,1980.0,1999.0,70.0,175.0,0,0
6222,Jason,Marshall,USA,"Dallas, Texas","Dallas, TX",19780620,1978.0,2001.0,77.0,185.0,0,0
6223,Jan,Minar,CZE,0,0,19810409,1981.0,0.0,0.0,0.0,0,0
6224,Jeff,Morrison,USA,"Tampa/White Sulpher Springs,WV","Huntington, West Virginia, USA",19790204,1979.0,2000.0,73.0,185.0,0,0
6225,Julien,Maes,FRA,0,0,19810228,1981.0,0.0,0.0,0.0,0,0
6226,Gustavo,Marcaccio,ARG,0,0,19770503,1977.0,0.0,0.0,0.0,0,0
6227,Toshihide,Matsui,JPN,Japan,Osaka,19780419,1978.0,2001.0,77.0,180.0,0,0
6228,Alan,Mackin,GBR,"Glasgow, Scotland","Paisley, Scotland",19810811,1981.0,1997.0,79.0,183.0,0,0
6229,Albert,Montanes,ESP,"Barcelona, Spain",Sant Carles de la Rapita,19801126,1980.0,1999.0,70.0,175.0,Right-Handed,One-Handed Backhand
6230,Dominik,Meffert,GER,"Koeln, Germany","Mayen, Germany",19810409,1981.0,2005.0,92.0,198.0,Right-Handed,One-Handed Backhand
