,first_name,last_name,hand,birth_date,country_code,age
27106,Ruslan,Baymyashkin,R,1987-08-19,UZB,37.0
27107,Mateus,Alves,U,,BRA,
27108,Pedro Mascaro,Catelan,U,1996-09-20,BRA,28.0
27109,Marcelo,Brandao,U,1984-09-14,BRA,40.0
27110,Rafael,Tinoco De Lacerda,U,,BRA,
27111,Lucas,Biato Bernardo,U,1996-01-25,BRA,28.0
27112,Enzo,Kohn,U,,BRA,
27113,Patrick,Souza Oliveira,U,,BRA,
27114,Lucas,Vellozo Pereira,U,1997-01-29,BRA,27.0
27115,Fabio,Lopes,U,1996-11-12,BRA,28.0
27116,Alexandre,Girotto,U,1997-05-21,BRA,27.0
27117,Odyr,Santos Cruz,U,1996-10-27,BRA,28.0
27118,Beck,Pennington,R,1994-08-02,USA,30.0
27119,Anthony,Rossi,R,1990-12-12,FRA,34.0
27120,Jordan,Dyke,R,1990-06-25,USA,34.0
27121,Jacob,Windham,U,1983-02-02,USA,41.0
27122,Mandondo,Ivy,U,1976-11-20,USA,48.0
27123,Miguel,Diaz,U,1979-10-20,MEX,45.0
27124,Alessandro,Dragoni,U,1997-07-27,ITA,27.0
27125,Andrea,Grossi,U,,ITA,
27126,Andrea,Iuri,U,,ITA,
27127,Jirat,Navasirisomboon,R,1996-11-17,THA,28.0
27128,Tanasan,Itsaraporn,U,,THA,
27129,Igor,Barzasekov,R,1998-03-10,TKM,26.0
27130,Nawakarn,Khunjan,U,1998-06-03,THA,26.0
27131,Woravin,Kumthonkittikul,U,1995-02-25,THA,29.0
27132,Warot,Udomsuk,U,1995-09-16,THA,29.0
27133,Poom,Sornbutnark,U,1990-10-12,THA,34.0
27134,Atikan,Juprang,R,1996-01-06,THA,28.0
27135,Jirayu,Limpathum,U,,THA,
27136,Chinnapat,Chantra Intra,R,1994-04-03,THA,30.0
27137,Kawin,Patcharapol,U,,THA,
27138,Suthinan,Tanthaseraneewat,U,1996-05-25,THA,28.0
27139,Marvin,Greven,R,1996-07-26,GER,28.0
27140,Steven,Greven,U,1996-07-26,GER,28.0
27141,Daniel,Altmaier,U,1998-09-12,GER,26.0
27142,Tim,Sandkaulen,U,1997-12-29,GER,27.0
27143,Roman,Warias,U,1988-05-11,GER,36.0
27144,Noel,Maurin,U,1996-11-12,GER,28.0
27145,David,Korsten,R,1996-06-25,GER,28.0
27146,Liam,Roos,U,1997-07-29,NED,27.0
27147,Alexander,Zyryanov,U,1994-10-19,RUS,30.0
27148,Ali,Mirzakhani,U,1988-04-30,GER,36.0
27149,Sheng Hao,Zhou,U,1996-10-07,CHN,28.0
27150,Alessandro,Ceppellini,R,1996-10-07,ITA,28.0
27151,Vlad,Onita,U,1996-06-17,ROU,28.0
27152,Vladimir,Filip,U,1995-07-31,ROU,29.0
27153,Robert,Ilascu,U,1997-02-20,ROU,27.0
27154,Alexandre,Buchner,U,,FRA,
27155,Hugo,Gallinaro,U,1993-01-07,FRA,31.0
27156,Florent,Maury,U,,FRA,
27157,Benjamin,Illouz,U,1997-06-12,FRA,27.0
27158,Andrew,Ely,U,1994-11-10,USA,30.0
27159,Damien,Bayard,U,1996-02-29,FRA,28.0
27160,Djordje,Ilic,U,1995-12-14,BIH,29.0
27161,Goran,Radanovic,U,1995-10-10,BIH,29.0
27162,Branislav,Vasiljevic,U,1992-10-03,SRB,32.0
27163,Ivan,Randjelovic,U,1995-07-07,BIH,29.0
27164,Joris,Pipere,U,1994-03-06,FRA,30.0
27165,Vincent,Berna,U,1996-06-16,LUX,28.0
27166,Niels,Cleeren,R,1991-10-25,BEL,33.0
27167,Yan,Felten,U,,LUX,
27168,Cedric,Frenevello,U,1976-09-29,FRA,48.0
27169,Ashot,Mkrtchyan,U,1988-12-20,ARM,36.0
27170,Ho Jun,Lee,R,1998-08-25,TPE,26.0
27171,Chien Hsun,Lo,U,1998-11-15,TPE,26.0
27172,Yun Ruei,Wen,U,1999-01-07,TPE,25.0
27173,Li Wie,Tan,U,1995-09-03,TPE,29.0
27174,Isaiah,Mao,U,1995-03-07,USA,29.0
27175,Yu Chang,Wang,U,1997-05-23,TPE,27.0
27176,Po Yu,Huang,U,,TPE,
27177,Mehdi,Laalej,R,1996-06-11,MAR,28.0
27178,Hicham,Azzaoui,U,1992-10-20,FRA,32.0
27179,Hamza,Karmoussi,U,,MAR,
27180,Mustapha,Belkora,U,1995-12-06,MAR,29.0
27181,Ismail,Besri,U,,MAR,
27182,Grant,Solomon,R,1995-04-03,USA,29.0
27183,Amar,Kubat,U,1996-11-06,BIH,28.0
27184,Pablo,Baena Marin,U,1985-10-16,ESP,39.0
27185,Jose Maria,Martin De Oliva Carr,U,1996-11-16,ESP,28.0
27186,David,Repullo Moreno,U,1995-03-28,ESP,29.0
27187,Marcos Gab,Dillana Kendall,U,1985-03-17,ESP,39.0
27188,Borja,Gonzalez Marquez,U,1992-11-05,ESP,32.0
27189,Yannick,Martell Beuzit,U,1993-01-30,ESP,31.0
27190,Youssef,Bellamine,R,1990-03-20,MAR,34.0
27191,Yahya,Frizi,U,1987-02-06,MAR,37.0
27192,Patrik,Cvik,L,1995-01-23,SVK,29.0
27193,Oskar,Siewinski,R,1998-08-10,POL,26.0
27194,Philipp,Arndt,U,1995-06-14,GER,29.0
27195,Eldin,Balic,U,1997-08-18,GER,27.0
27196,Mateusz,Izycki,R,1994-03-02,POL,30.0
27197,Aleksander,Woznicki,U,1997-01-21,POL,27.0
27198,Alp,Sentay,R,1998-10-08,TUR,26.0
27199,Joel,Tigse,U,1994-04-05,ECU,30.0
27200,Julio,Recalde,U,1980-10-02,ECU,44.0
27201,Valentin,Dammer,U,1995-06-23,ECU,29.0
27202,Hugo,Minda,U,1982-03-30,ECU,42.0
27203,Martin,Mora,U,1996-05-14,ECU,28.0
27204,Lucas Piovesana,Bocaletto,U,1996-01-19,BRA,28.0
27205,Eduardo,Miquelino,U,1985-12-11,BRA,39.0
27206,Antonioni,Fasano,U,1998-06-28,BRA,26.0
27207,Matheus,Antonio,U,1996-02-09,BRA,28.0
27208,Nilton,Cardoso Da Silva,R,1977-04-25,BRA,47.0
27209,Renan,Gambim,U,1996-05-09,BRA,28.0
27210,Diego,Burger Araujo Santos,R,1996-06-17,BRA,28.0
27211,Antonio Jose,Lourenco,U,,BRA,
27212,Andre Galrao,Figueira,U,1996-04-10,BRA,28.0
27213,Mateus,Ceolin,U,1996-10-08,BRA,28.0
27214,Fabricio,Ribeiro,U,1983-09-03,BRA,41.0
27215,Guilherme,Inaimo,U,1998-11-20,BRA,26.0
27216,Danillo,Rocha,U,,BRA,
27217,Iago,Almeida,U,,BRA,
27218,Felipe,Alves,U,,BRA,
27219,Rodrigo,Alves,U,1996-01-15,BRA,28.0
27220,Breno,Lodis,U,1996-05-29,BRA,28.0
27221,Olivier,Naze,U,,FRA,
27222,Seraphin,Doumangoyi Binganga,R,1989-06-25,GAB,35.0
27223,Tony,Bourcet,U,1984-08-08,FRA,40.0
27224,Eduard Andrei,Popa,U,1996-12-11,ROU,28.0
27225,Claudio,Mircea,U,1996-06-26,ROU,28.0
27226,Robert A,Stineman,U,1993-05-04,USA,31.0
27227,Philip,Holbrook,U,,USA,
27228,Sean Alan,Kolar,U,1992-12-24,USA,32.0
27229,Jamin,Ball,U,1992-05-08,USA,32.0
27230,Anthony G,Tsodikov,U,1994-03-08,USA,30.0
27231,Guilherme,Fachin Da Cunha,R,1996-02-06,BRA,28.0
27232,Gabriel,Nery,U,1997-05-15,BRA,27.0
27233,Vinzent,Banzer,R,1994-04-18,AUT,30.0
27234,Kamronbek,Tashlanov,U,1997-08-19,UZB,27.0
27235,Ikbol,Abduganiev,U,1998-05-12,UZB,26.0
27236,Guillaume,Dumas,U,,FRA,
27237,Christophe,Godot,U,,FRA,
27238,David,Pateau,U,,FRA,
27239,Guillaume,Monot,U,1991-01-28,FRA,33.0
27240,Eduardo,Assumpcao,U,1995-02-09,BRA,29.0
27241,Nick,Plum,U,,USA,
27242,Philipp,Skvortsov,R,1990-12-22,RUS,34.0
27243,Konstantin,Zhukov,L,1993-10-18,RUS,31.0
27244,Jay,Tanase,U,1994-07-02,AUS,30.0
27245,Rory,De Boer,R,1992-01-24,AUS,32.0
27246,Bilal,Chekrouni,U,1986-01-08,MAR,38.0
27247,Anthony,Thiebot,U,1977-11-06,FRA,47.0
27248,Mohamed,Khamlich,U,1988-11-10,MAR,36.0
27249,Alen,Malicbegovic,U,1987-09-03,BIH,37.0
27250,Andrej,Bozovic,R,1992-06-12,BIH,32.0
27251,Badr,Ouabdelmoumen,U,1992-02-01,MAR,32.0
27252,Mourad,Bennani,U,1980-08-01,MAR,44.0
27253,Luis Enrique,Ruiz Yanez,L,1991-08-26,COL,33.0
27254,Xando Felipe,Galan,U,1992-10-23,COL,32.0
27255,Julian,Guzman,U,1992-08-12,COL,32.0
27256,Jimmy,Suspe,U,1983-04-13,COL,41.0
27257,Antonio,Terzo,R,1992-11-17,ITA,32.0
27258,Daniele,Mancia,R,1989-04-03,ITA,35.0
27259,Stefano,Platania,U,1989-12-25,ITA,35.0
27260,Joachim,Kretz,U,1970-10-09,GER,54.0
27261,David,Mckenna,R,1992-05-13,IRL,32.0
27262,Regis,Autret,U,1978-05-07,FRA,46.0
27263,Quentin,Lesne,U,1986-10-14,FRA,38.0
27264,Francesco,Faggella,U,1990-05-24,ITA,34.0
27265,Vlad Victor,Ghinda,U,1991-12-19,CAN,33.0
27266,Vinicius,Trevisan,U,,BRA,
27267,Luca,Ottavi,U,1986-06-25,ITA,38.0
27268,Anthony,Mule,U,1980-06-19,GBR,44.0
27269,Dilmurad,Umurjanov,U,1982-10-12,UZB,42.0
27270,Alexander,Dmitriev,U,1991-12-11,UZB,33.0
27271,Orifjon,Burhonov,U,1993-09-21,UZB,31.0
27272,Dylan,Comerford,R,1993-07-07,RSA,31.0
27273,Tristan,Edwards,R,1992-03-16,RSA,32.0
27274,Martines,Visser,U,,RSA,
27275,Stephan,Havenga,U,1990-01-03,RSA,34.0
27276,Rudi,Bartels,U,1989-03-09,RSA,35.0
27277,Clifford,Lubbe,U,1985-04-24,RSA,39.0
27278,Hilton,Nyakabau,U,1982-08-18,RSA,42.0
27279,Marcel,Grobbelaar,U,1980-06-14,RSA,44.0
27280,Jaabir,Moonda,R,1994-10-29,RSA,30.0
27281,Jaco,Beukes,U,1993-01-22,RSA,31.0
27282,Shadrack Nkosana,Masumbuka,U,1983-04-02,RSA,41.0
27283,Danco,De Villiers,U,1986-02-07,RSA,38.0
27284,Djurabek,Karimov,U,1998-06-04,UZB,26.0
27285,Marcelo,Zormann Da Silva,R,1996-06-10,BRA,28.0
27286,Bogdan,Valiev,U,1996-02-05,KAZ,28.0
27287,Michael,Riechmann,U,1993-07-26,USA,31.0
27288,Bernard,Wezeman,U,1995-08-06,NED,29.0
27289,Santiago,Villarruel,U,1996-12-17,ARG,28.0
27290,Martin,Arguello,R,1988-02-13,BRA,36.0
27291,Felipe,Garces,R,1995-02-06,CHI,29.0
27292,Marcelo Ignacio,Barros Troncoso,U,1997-01-29,CHI,27.0
27293,Cristopher,Kohl,U,1996-09-30,CHI,28.0
27294,Andrej,Lukic,U,1995-11-22,AUS,29.0
27295,Mitchell,Thams,U,1991-07-06,AUS,33.0
27296,Brandon,Vescio,U,1992-05-04,AUS,32.0
27297,Juan Jose,Rosas,R,1997-11-06,PER,27.0
27298,Mario Erickson,Minaya Parra,U,1991-10-22,PER,33.0
27299,Cristian Fabian Jesus,Maldonado Maturana,U,1994-12-20,CHI,30.0
27300,Nicolai,Jochamowitz,U,1996-07-20,PER,28.0
27301,Mateo,Ruiz De Somocurcio,U,1996-09-26,PER,28.0
27302,Wilfredo,Gherson Pino Quijano,R,1993-09-03,PER,31.0
27303,Vitor,Goncalves Lima,U,1996-01-22,BRA,28.0
27304,Patrick,Sousa Oliveira,U,1996-04-13,BRA,28.0
27305,Jordan,Ruivo,L,1990-07-19,FRA,34.0
27306,Nick,Eeckelaers,U,1993-12-11,GBR,31.0
27307,Jack,Paterson,U,1993-05-05,GBR,31.0
27308,Samuel,Taylor,L,1995-07-04,GBR,29.0
27309,Lukas,Storck,R,1994-10-06,GER,30.0
27310,Ben,Fatael,U,1997-06-02,ISR,27.0
27311,Oliver,Mrose,U,1993-08-02,SUI,31.0
27312,Ferran,Calvo Eman,U,1996-03-10,ESP,28.0
27313,Gustavo,Oliveira,U,1988-01-20,POR,36.0
27314,Alejandro,Villasenor,U,1984-08-19,MEX,40.0
27315,Gabriel,Mendez Garay,L,1996-01-03,MEX,28.0
27316,Bernardo,Broca Uribe,U,1984-05-11,MEX,40.0
27317,Oliverio,Ortega Lorandi,R,1995-06-03,MEX,29.0
27318,Mirko,Cutuli,U,1996-05-16,ITA,28.0
27319,Gyorgy,Agoston,U,1995-12-30,HUN,29.0
27320,Pavel,Musaiev,U,1995-02-16,UKR,29.0
27321,Luka,Curavic,R,1986-03-31,CRO,38.0
27322,Stjepan,Cagalj,R,1995-08-30,CRO,29.0
27323,Borna,Gojo,U,1998-02-27,CRO,26.0
27324,Marin,Mise,U,1994-07-30,CRO,30.0
27325,Filip,Kraljevic,R,1996-02-14,CRO,28.0
27326,Dinko,Panzic,U,1989-03-24,CRO,35.0
27327,Alexey,Kondulukov,U,1994-01-08,RUS,30.0
27328,Jesus,Colas Abad,R,1961-12-25,ESP,63.0
27329,Phillip,Williamson,U,1965-05-29,USA,59.0
27330,Narck,Rodrigues Da Silva Filho,U,1969-06-29,BRA,55.0
27331,Mario,Cleto Guigni,U,1972-03-26,BRA,52.0
27332,Marcos,Saliola,U,1969-11-18,BRA,55.0
27333,Steve,Furlong,R,1967-01-10,AUS,57.0
27334,Donald,Wailan Walalangi,U,1960-04-14,INA,64.0
27335,Chinedu,Nweje,U,,NGR,
27336,Spyros,Charalambous,U,1973-03-25,CYP,51.0
27337,Paulo,Coelho,U,1970-05-22,POR,54.0
27338,Jeff,Jones,U,1959-02-12,USA,65.0
27339,Justin Miguel,Pena,U,1991-05-17,RSA,33.0
27340,Ruhan,Dominicus,R,1992-12-06,RSA,32.0
27341,Juan,De Beer,U,1993-10-13,RSA,31.0
27342,Rudolph,Lizemore,U,1979-06-29,RSA,45.0
27343,Daniele,Comito,U,1981-03-05,ITA,43.0
27344,Cristian,Battisti,U,1974-10-30,ITA,50.0
27345,Ruben,Solorzano,U,1982-06-17,ECU,42.0
27346,Ruben,Alcivar,U,1995-03-02,ECU,29.0
27347,Jose,Loor,U,1976-11-25,ECU,48.0
27348,Carlos,Luna Romero,R,1989-08-24,ECU,35.0
27349,Ricardo,Frey,U,1992-05-23,BRA,32.0
27350,Andres,Felder,U,,URU,
27351,Marcus,Landerdahl,R,1993-05-18,BRA,31.0
27352,Pedro,Nolasco Giangrecco,U,1992-05-14,BRA,32.0
27353,Pedro,Lima Wagner,U,1994-11-05,BRA,30.0
27354,Gustavo,Castro,L,1994-05-27,BRA,30.0
27355,Sergio Joel,Ibarra Torres,U,1985-08-20,MEX,39.0
27356,Kristian,Pospisil,U,,CZE,
27357,Michael,Hrevus,R,1990-12-09,GER,34.0
27358,Jan,Lostak,L,1990-04-07,CZE,34.0
27359,Pavel,Kukuczka,R,1989-12-18,CZE,35.0
27360,Hyeong Don,Kim,U,1993-05-05,KOR,31.0
27361,Ricardo,Hopker,U,1992-01-25,BRA,32.0
27362,Pedro,Toccafondo,U,1992-03-14,BRA,32.0
27363,Matheus,Guida,U,1991-12-02,BRA,33.0
27364,Maher,Boughnimi,R,1988-02-11,TUN,36.0
27365,Anastasios,Charatsis,U,1976-09-01,GRE,48.0
27366,Dimitris,Tzortzis,U,1974-06-11,GRE,50.0
27367,Raphael,Gerasklis,U,1991-03-14,GRE,33.0
27368,Nikolaos,Kontakis,R,1988-12-09,GRE,36.0
27369,Iasson,Vlavianos,U,1991-05-29,GRE,33.0
27370,Jason,Marinakis,U,1976-03-15,GRE,48.0
27371,Loudovikos,Mavronikolas,R,1991-12-28,GRE,33.0
27372,Minos,Marinakis,U,1978-03-27,GRE,46.0
27373,Nir,Aizik,U,1992-03-26,ISR,32.0
27374,Asi,Stein,U,1991-02-13,ISR,33.0
27375,Eitan,Romem,U,1994-07-31,ISR,30.0
27376,Mohamed,Auf,R,1992-03-19,EGY,32.0
27377,Daniel,Khanin,U,1993-07-17,USA,31.0
27378,Peter Tyler,Carpenter,U,1990-09-19,USA,34.0
27379,Yuki,Muramatsu,L,1994-12-01,JPN,30.0
27380,Taylor Alden,Albrecht,R,1990-11-27,USA,34.0
27381,Gregoire,Gervail,U,1992-08-01,FRA,32.0
27382,Lalaina,Ratsimbazafy,U,1973-08-26,MAD,51.0
27383,Oliver,Jamin,U,,FRA,
27384,Yannick,Vincent,U,1991-02-25,FRA,33.0
27385,Mathieu,Duprat,U,1976-01-20,FRA,48.0
27386,Maxime,Vian,U,1989-11-08,FRA,35.0
27387,Alberto,Sole,U,,ESP,
27388,Jean Romain,Vincent,U,1985-11-11,FRA,39.0
27389,Cristiano,Rohrich,U,1969-06-02,ITA,55.0
27390,Alessandro,Casotto,U,1995-07-05,ITA,29.0
27391,Giorgio,Pesoni,R,1986-10-15,ITA,38.0
27392,Stefano,Bettinelli,U,1991-03-14,ITA,33.0
27393,David,Barton,R,1979-01-27,USA,45.0
27394,Ismar,Moralic,U,1979-03-12,CRO,45.0
27395,Ilija,Cuic,U,1990-05-18,CRO,34.0
27396,Alessandro,Bellomi,U,1992-09-17,ITA,32.0
27397,Till,Guttenberger,R,1992-01-03,GER,32.0
27398,Sebastian,Farkas,U,1987-06-19,HUN,37.0
27399,Gianandrea,Hayer,U,,SUI,
27400,Martin,Samek,U,1992-12-31,SVK,32.0
27401,Stefan,Jakubov,R,1994-05-06,SVK,30.0
27402,Tomas,Tomovcik,U,1993-01-05,SVK,31.0
27403,Alberto,Scagnelli,U,1991-06-26,ITA,33.0
27404,Andrea,Begnis,U,1977-11-14,ITA,47.0
27405,Emanuele,Ceriani,R,1993-10-16,ITA,31.0
27406,Kajetan,Kaczmarczyk,R,1992-01-03,POL,32.0
27407,Marcel,Stach,U,1992-05-29,POL,32.0
27408,Luis,Gastao,R,1992-11-19,BRA,32.0
27409,Lucas Ricor Watts,Da Silveira,U,1993-09-17,USA,31.0
27410,Alexander,Riest,U,1966-10-15,GER,58.0
27411,Aleksandar,Besarovic,U,,SRB,
27412,Fabio,Cerone,U,1977-04-03,ITA,47.0
27413,Lorenzo,Campi,U,1994-01-13,ITA,30.0
27414,Mauro,Augeri,U,1994-06-09,ITA,30.0
27415,Connor,Roth,U,1988-12-05,USA,36.0
27416,Travis,Kinard,U,1983-07-21,USA,41.0
27417,Brian,Alden,R,1992-02-19,USA,32.0
27418,Robert,Gates,L,1982-07-26,USA,42.0
27419,Antonio,Ferrer,U,1983-09-10,ESP,41.0
27420,Jonathan,Sotillo Navarro,U,1982-02-03,ESP,42.0
27421,Manuel,Jimenez Cruz,U,1992-06-09,ESP,32.0
27422,Ignacio,Moreno Jordan,U,1993-08-09,ESP,31.0
27423,Brian,Cuypers,U,1995-06-24,BEL,29.0
27424,Carlos,Bravo Alvarez,U,1987-09-25,ESP,37.0
27425,Alberto,Avivar,U,,ESP,
27426,Lorenzo,Bonori,U,1991-05-06,ITA,33.0
27427,Andres,Urrea,R,1994-08-31,COL,30.0
27428,Craig,Schwartz,R,1978-08-25,USA,46.0
27429,John P,Collins,U,1991-01-28,USA,33.0
27430,Phillip,Arndt,U,1989-07-28,USA,35.0
27431,Larry,Luchetti,U,1983-08-26,ITA,41.0
27432,Roberto,Vecchi,U,1994-08-04,ITA,30.0
27433,Marco,Bonelli,R,1977-10-19,ITA,47.0
27434,Lorenzo,Panella,U,1994-01-13,ITA,30.0
27435,Carlo,Cori,U,1991-11-11,ITA,33.0
27436,Sergey,Belov,R,1989-07-12,RUS,35.0
27437,Viacheslav,Smirnov,U,1988-10-27,RUS,36.0
27438,Matteo,Crosti,U,1995-03-02,ITA,29.0
27439,Giacomo,Castagna,U,,ITA,
27440,Morris,Maracci,U,1980-02-23,ITA,44.0
27441,Lorenzo,Zoppi,U,1986-04-13,ITA,38.0
27442,Federico,Corvatta,U,1983-06-13,ITA,41.0
27443,Jagos,Babovic,U,1989-04-18,SLO,35.0
27444,Sebastian,Jacques,R,1988-10-16,CAN,36.0
27445,Olivier,Taschereau,U,1979-10-29,CAN,45.0
27446,Christopher,Audhuy,R,1987-10-15,CAN,37.0
27447,Osama,Zoghlami,R,1993-12-05,CAN,31.0
27448,Timothe,Levasseur,U,1985-04-28,CAN,39.0
27449,Philippe,Giguere,U,1992-12-02,CAN,32.0
27450,Conor,Berg,U,1991-08-17,USA,33.0
27451,Colin,Mark Griffin,U,1987-05-29,USA,37.0
27452,Morgan,Shepherd,U,1969-05-23,USA,55.0
27453,Antony,Bogodist,U,1991-08-09,USA,33.0
27454,Chris,Harrison,U,1976-10-29,USA,48.0
27455,Daniel C,Hoffman,U,1991-08-08,USA,33.0
27456,Seydou,Traore,R,1988-10-10,CIV,36.0
27457,Erik,Blumenkranz,R,1990-10-30,USA,34.0
27458,Dominik,Wisniewski,R,1993-01-02,POL,31.0
27459,Jakub,Jastrzebski,U,1983-12-22,POL,41.0
27460,Patryck,Pydyszewski,U,1993-06-02,POL,31.0
27461,Arkadiusz,Gorny,U,1989-09-27,POL,35.0
27462,Wojciech,Urban,R,1991-06-01,POL,33.0
27463,Olli,Kesti,U,1992-06-23,FIN,32.0
27464,Saska,Huttunen,U,1994-05-12,FIN,30.0
27465,Eerik,Ahomaa,U,1989-12-01,FIN,35.0
27466,Antti,Ruokonen,U,1981-01-30,FIN,43.0
27467,Rasmus,Niklas Salmine,U,1993-03-15,FIN,31.0
27468,Ilja,Orre,U,1988-02-22,FIN,36.0
27469,Igor,Zhuravlev,R,1977-10-21,RUS,47.0
27470,Christian,Martinez Calvo,U,1991-07-11,ESP,33.0
27471,Alvaro,Cintas Canto,U,1994-04-21,ESP,30.0
27472,Raul,Foenkinos,U,1992-04-21,ESP,32.0
27473,Adrian,Corona Roldan,U,1991-12-15,ESP,33.0
27474,Maximillian,Licona,U,1993-06-06,USA,31.0
27475,Inigo,De Landaluce,U,,ESP,
27476,Giacomo,Zonzini,U,1990-09-20,SMR,34.0
27477,Gianluca,Marchiori,R,1991-01-17,ITA,33.0
27478,Alberto,Brighi,R,1989-10-05,SMR,35.0
27479,Francesco,Nassi,U,1989-05-06,ITA,35.0
27480,Emanuele,Cilotti,U,1991-05-12,ITA,33.0
27481,Graeme,Kassautzki,U,1987-04-02,CAN,37.0
27482,Yuri,Alves Gricheno,R,1991-03-21,BRA,33.0
27483,Guan Yu,Cao,R,1993-03-25,CHN,31.0
27484,Tianyi,Song,U,1991-04-07,CHN,33.0
27485,Ang,Li,R,1991-01-14,CHN,33.0
27486,Yana,Myhill Byron,R,1988-06-12,AUS,36.0
27487,Brandon,Smyth,U,1989-06-17,USA,35.0
27488,Eren,Sen,U,1995-07-28,TUR,29.0
27489,Ruslan,Guseynov,U,1992-11-27,UZB,32.0
27490,Nikolay,Kim,U,1991-11-20,UZB,33.0
27491,Azizbek,Lukmanov,U,1995-04-15,UZB,29.0
27492,Diyor,Khayriddinov,R,1992-01-09,UZB,32.0
27493,Bakhtiyor,Sadulloev,U,1994-01-23,TJK,30.0
27494,Matheus,Coelho,U,1991-05-29,BRA,33.0
27495,Brandon,Blasco Del Cid,R,1994-03-24,ESP,30.0
27496,Inaki,Aranguren Fuertes,U,1993-04-01,ESP,31.0
27497,Erlan,Turubayev,L,1993-01-14,KAZ,31.0
27498,Yann,Sokirka,U,,KAZ,
27499,Alexandr,Martynov,R,1994-04-05,KAZ,30.0
27500,Talgat,Baigulov,U,1987-02-24,UZB,37.0
27501,Mark,Tsoy,U,1993-01-22,KAZ,31.0
27502,Vincent,Turco,U,,FRA,
27503,Romain,Mathieu,U,1988-06-17,FRA,36.0
27504,Claudio,Signorini,R,1988-11-21,ITA,36.0
27505,Edoardo,Santonocito,R,1992-10-12,ITA,32.0
27506,Alessio,Maccari,U,,ITA,
27507,Tommaso,Bini,U,1992-05-28,ITA,32.0
27508,Giovanni,Galvani,U,,ITA,
27509,Fabio,Perasso,U,1993-11-15,ITA,31.0
27510,Freek,Tissink,U,1988-09-16,NED,36.0
27511,Jasper,Van Der Zwan,R,1987-04-09,NED,37.0
27512,Thomas,Proisy,L,1992-01-08,FRA,32.0
27513,Nicolas,Schaffner,U,1982-05-01,SUI,42.0
27514,Jose Luis,Soto Rojas,U,1992-01-25,ESP,32.0
27515,Fernando,Thomasa Verdu,U,1962-06-30,ESP,62.0
27516,Jose Manuel,Ortega Antaki,U,1992-07-21,ESP,32.0
27517,Jorge,Gomis Blasco,U,1990-06-21,ESP,34.0
27518,Angel Luis,Centeno Canadas,U,1993-10-10,ESP,31.0
27519,Diego,Martinez Del Rio,R,1992-04-06,ESP,32.0
27520,Alex,Piposi,U,1990-10-03,ROU,34.0
27521,Razvan Ioan,Dumitrescu,R,1993-04-06,ROU,31.0
27522,Razvan,Friptu,U,1989-12-10,ROU,35.0
27523,Ilya,Kryvaruchka,R,1990-12-07,BLR,34.0
27524,Vlad,Protopopescu,U,1991-09-16,ROU,33.0
27525,Armand,Baboian,U,1993-07-27,ROU,31.0
27526,Marius,Barzu,U,1986-10-21,ROU,38.0
27527,Eric D,West,U,1990-01-08,USA,34.0
27528,Trevor,Horstmann,U,1991-01-01,USA,33.0
27529,Jovan,Zeljkovic,R,1990-09-23,BIH,34.0
27530,Apichat,Ruanglapanan,U,1992-05-31,THA,32.0
27531,Miren,Zaverski,U,1993-02-03,CRO,31.0
27532,Ivor,Erzisnik,U,1982-12-01,CRO,42.0
27533,Robert,Djula,U,1995-02-22,CRO,29.0
27534,Tim,Beutler,R,1988-07-17,GER,36.0
27535,Hicham,El Khait,U,1985-12-23,MAR,39.0
27536,Federico,Baldoni,U,1995-12-31,ITA,29.0
27537,Manuel,Ribeca,U,1985-06-01,ITA,39.0
27538,Mattia,Mannocci,U,1991-11-15,ITA,33.0
27539,Andrea,Baldoni,U,1993-12-18,ITA,31.0
27540,Andrea,Zala,U,,ITA,
27541,Jakub,Durovic,R,1991-11-27,SVK,33.0
27542,Thiago,Souza,U,1987-11-09,BRA,37.0
27543,Bruno,Borja,U,1995-04-19,BRA,29.0
27544,Helio,Guedes,U,1986-02-08,BRA,38.0
27545,Henrique,Renno,U,,BRA,
27546,Guilherme,Silva,U,1994-05-01,BRA,30.0
27547,Tulio,Amaral,U,1992-06-25,BRA,32.0
27548,Diego,Miranda,U,1989-01-12,BRA,35.0
27549,Felipe,Caus,U,1993-05-17,BRA,31.0
27550,Henrique,Pereira,R,1994-03-27,POR,30.0
27551,Matheus,Ribeiro,U,1993-06-23,BRA,31.0
27552,Baris,Mert,U,1987-12-22,TUR,37.0
27553,Ahmet Aydin,Karvan,U,,TUR,
27554,Rodrigo,Arus,U,1995-02-20,URU,29.0
27555,Fabricio,Klemenco,U,1993-02-25,URU,31.0
27556,Ignacio,Nunez,U,1994-08-05,URU,30.0
27557,Joaquin,Rodriguez,U,1989-12-22,URU,35.0
27558,Juan Camilo,Villegas,U,1993-08-07,COL,31.0
27559,Luis,Robayo,U,1991-07-28,ECU,33.0
27560,Oscar,Pozo,U,1983-05-11,ECU,41.0
27561,Carlos Andres,Carrera Hidalgo,R,1993-12-30,ECU,31.0
27562,Gonzalo,Herrera,U,1994-11-30,ARG,30.0
27563,Osvaldo,Landazuri,U,1974-01-09,ECU,50.0
27564,Manuel,Badillo,U,1989-10-08,ECU,35.0
27565,Danny,Obando,R,1983-11-12,ECU,41.0
27566,Matheo,Chavez,U,1992-06-01,ECU,32.0
27567,Martin Victor,Moncayo,U,1993-01-01,ECU,31.0
